"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"07/20/2012","49","Ozone","Bethel Island","06-013-1002","AQS","5","49","7","13","33","27"
"07/21/2012","67","Ozone","Bethel Island","06-013-1002","AQS","6","67","7",".","45","25"
"07/22/2012","51","PM2.5","Oakland","06-001-0009","AQS","3","47","7",".","51","12"
"07/23/2012","51","PM2.5","Oakland","06-001-0009","AQS","5","39","6",".","51","16"
"07/24/2012","47","PM2.5","Oakland","06-001-0009","AQS","5","43","6",".","47","16"
"07/25/2012","40","Ozone","Bethel Island","06-013-1002","AQS","5","40","16",".","38","21"
"07/26/2012","33","Ozone","Bethel Island","06-013-1002","AQS","3","33","1","9","25","14"
"07/27/2012","36","Ozone","Bethel Island","06-013-1002","AQS","3","36","3",".","17","12"
"07/28/2012","36","Ozone","Bethel Island","06-013-1002","AQS","3","36","3",".","26","13"
"07/29/2012","42","Ozone","Bethel Island","06-013-1002","AQS","3","42","4",".","28","12"
"07/30/2012","93","Ozone","Concord","06-013-0002","AQS","6","93","7",".","52","22"
"07/31/2012","61","Ozone","Bethel Island","06-013-1002","AQS","6","61","7",".","47","22"
"08/01/2012","58","Ozone","Bethel Island","06-013-1002","AQS","5","58","10","21","53","17"
"08/02/2012","64","Ozone","Bethel Island","06-013-1002","AQS","5","64","10",".","49","21"
"08/03/2012","36","Ozone","Bethel Island","06-013-1002","AQS","5","36","3",".","33","14"
"08/04/2012","26","Ozone","Bethel Island","06-013-1002","AQS","5","26","3",".","20","10"
"08/05/2012","31","Ozone","Bethel Island","06-013-1002","AQS","5","31","3",".","15","7"
"08/06/2012","39","Ozone","Concord","06-013-0002","AQS","5","39","20",".","19","20"
"08/07/2012","36","Ozone","Bethel Island","06-013-1002","AQS","6","36","4","14","30","22"
"08/08/2012","61","Ozone","Livermore","06-001-0007","AQS","6","61","6",".","38","23"
"08/09/2012","74","Ozone","Bethel Island","06-013-1002","AQS","6","74","10",".","46","23"
"08/10/2012","77","Ozone","Bethel Island","06-013-1002","AQS","6","77","9",".","54","23"
"08/11/2012","129","Ozone","Livermore","06-001-0007","AQS","5","129","9",".","50","20"
"08/12/2012","93","Ozone","Livermore","06-001-0007","AQS","5","93","10",".","34","20"
"08/13/2012","101","Ozone","Livermore","06-001-0007","AQS","6","101","10","11","30","25"
"08/14/2012","45","Ozone","Concord","06-013-0002","AQS","6","45","7",".","30","26"
"08/15/2012","54","PM2.5","Oakland","06-001-0009","AQS","6","46","4",".","54","15"
"08/16/2012","50","Ozone","Livermore","06-001-0007","AQS","6","50","6",".","40","21"
"08/17/2012","40","Ozone","Concord","06-013-0002","AQS","6","40","6",".","26","15"
"08/18/2012","37","Ozone","Bethel Island","06-013-1002","AQS","6","37","6",".","25","12"
"08/19/2012","40","Ozone","Bethel Island","06-013-1002","AQS","5","40","6","7","22","10"
"08/20/2012","40","Ozone","Bethel Island","06-013-1002","AQS","6","40","4",".","31","14"
"08/21/2012","42","PM2.5","Redwood City","06-081-1001","AQS","5","37","6",".","42","13"
"08/22/2012","38","Ozone","Bethel Island","06-013-1002","AQS","5","38","4",".","32","15"
"08/23/2012","43","PM2.5","Oakland","06-001-0009","AQS","5","40","4",".","43","19"
"08/24/2012","55","PM2.5","Redwood City","06-081-1001","AQS","5","45","16",".","55","20"
"08/25/2012","48","PM2.5","Oakland","06-001-0009","AQS","5","38","27","15","48","13"
"08/26/2012","40","Ozone","Bethel Island","06-013-1002","AQS","3","40","13",".","30","8"
"08/27/2012","43","Ozone","Livermore","06-001-0007","AQS","6","43","10",".","27","21"
"08/28/2012","37","Ozone","Livermore","06-001-0007","AQS","7","37","10",".","28","26"
"08/29/2012","80","Ozone","Concord","06-013-0002","AQS","8","80","20",".","48","27"
"08/30/2012","77","Ozone","Bethel Island","06-013-1002","AQS","7","77","4",".","43","28"
"08/31/2012","45","PM2.5","San Rafael","06-041-0001","AQS",".","36","1","17","45","11"
"09/01/2012","46","PM2.5","Oakland","06-001-0009","AQS","6","44","3",".","46","20"
"09/02/2012","84","Ozone","Livermore","06-001-0007","AQS","7","84","4",".","56","30"
"09/03/2012","105","Ozone","Bethel Island","06-013-1002","AQS","7","105","7",".","52","25"
"09/04/2012","49","Ozone","Bethel Island","06-013-1002","AQS","6","49","7",".","37","25"
"09/05/2012","53","PM2.5","Oakland","06-001-0009","AQS","6","33","9",".","53","22"
"09/06/2012","50","PM2.5","Redwood City","06-081-1001","AQS","5","46","4","13","50","25"
"09/07/2012","45","Ozone","Bethel Island","06-013-1002","AQS","6","45","6",".","37","28"
"09/08/2012","39","Ozone","Bethel Island","06-013-1002","AQS","5","39","3",".","31","24"
"09/09/2012","42","Ozone","Bethel Island","06-013-1002","AQS","5","42","13",".","32","12"
"09/10/2012","61","Ozone","Bethel Island","06-013-1002","AQS","6","61","14",".","46","30"
"09/11/2012","61","Ozone","Bethel Island","06-013-1002","AQS","7","61","9",".","57","23"
"09/12/2012","54","PM2.5","Redwood City","06-081-1001","AQS","6","38","20","15","54","31"
"09/13/2012","64","Ozone","Bethel Island","06-013-1002","AQS","6","64","7",".","49","30"
"09/14/2012","50","PM2.5","Oakland","06-001-0009","AQS","5","37","6",".","50","24"
"09/15/2012","43","Ozone","Livermore","06-001-0007","AQS","6","43","7",".","40","24"
"09/16/2012","51","PM2.5","Oakland","06-001-0009","AQS","6","45","7",".","51","21"
"09/17/2012","44","PM2.5","Redwood City","06-081-1001","AQS","5","39","3",".","44","25"
"09/18/2012","35","Ozone","Bethel Island","06-013-1002","AQS","5","35","4","11","33","20"
"09/19/2012","49","PM2.5","San Rafael","06-041-0001","AQS","7","37","4",".","49","31"
"09/20/2012","50","PM2.5","Oakland","06-001-0009","AQS","7","35","10",".","50","31"
"09/21/2012","48","PM2.5","Redwood City","06-081-1001","AQS","7","43","6",".","48","25"
"09/22/2012","80","Ozone","Concord","06-013-0002","AQS","7","80","10",".","57","30"
"09/23/2012","54","PM2.5","Oakland","06-001-0009","AQS","7","50","7",".","54","23"
"09/24/2012","48","PM2.5","Redwood City","06-081-1001","AQS","7","43","9","14","48","29"
"09/25/2012","58","PM2.5","Redwood City","06-081-1001","AQS","7","34","11",".","58","34"
"09/26/2012","64","PM2.5","Redwood City","06-081-1001","AQS","6","44","9",".","64","35"
"09/27/2012","93","Ozone","Bethel Island","06-013-1002","AQS","7","93","27",".","61","34"
"09/28/2012","56","PM2.5","Livermore","06-001-0007","AQS","6","43","3",".","56","25"
"09/29/2012","61","Ozone","Livermore","06-001-0007","AQS","7","61","7",".","55","28"
"09/30/2012","93","Ozone","Livermore","06-001-0007","AQS","8","93","10","18","53","37"
"10/01/2012","80","Ozone","San Ramon","06-013-2007","AQS","11","80","13",".","60","45"
"10/02/2012","97","Ozone","Bethel Island","06-013-1002","AQS","16","97","21",".","64","67"
"10/03/2012","84","Ozone","Bethel Island","06-013-1002","AQS","11","84","7",".","60","40"
"10/04/2012","54","PM2.5","Redwood City","06-081-1001","AQS","6","36","10",".","54","23"
"10/05/2012","49","PM2.5","San Rafael","06-041-0001","AQS","6","31","6",".","49","42"
"10/06/2012","40","PM2.5","San Rafael","06-041-0001","AQS","8","34","1","16","40","25"
"10/07/2012","36","Ozone","Bethel Island","06-013-1002","AQS","7","36","3",".","30","25"
"10/08/2012","51","NO2","San Francisco","06-075-0005","AQS","7","35","7",".","37","51"
"10/09/2012","37","PM2.5","Redwood City","06-081-1001","AQS","7","37","6",".","37","33"
"10/10/2012","42","PM2.5","San Rafael","06-041-0001","AQS","6","37","3",".","42","29"
"10/11/2012","43","PM2.5","San Rafael","06-041-0001","AQS","5","34","3",".","43","18"
"10/12/2012","35","PM2.5","San Rafael","06-041-0001","AQS","7","27","1","10","35","27"
"10/13/2012","40","Ozone","Bethel Island","06-013-1002","AQS","9","40","7",".","39","25"
"10/14/2012","29","PM2.5","Redwood City","06-081-1001","AQS","6","28","1",".","29","18"
"10/15/2012","37","PM2.5","Oakland","06-001-0009","AQS","6","33","4",".","37","25"
"10/16/2012","37","NO2","San Francisco","06-075-0005","AQS","8","31","9",".","30","37"
"10/17/2012","53","NO2","San Francisco","06-075-0005","AQS","13","44","19",".","47","53"
"10/18/2012","84","Ozone","Bethel Island","06-013-1002","AQS","14","84","7","47","49","51"
"10/19/2012","37","Ozone","San Francisco","06-075-0005","AQS","7","37","1",".","27","25"
"10/20/2012","33","PM2.5","San Rafael","06-041-0001","AQS","6","31","1",".","33","22"
"10/21/2012","37","Ozone","Bethel Island","06-013-1002","AQS","6","37","3",".","35","17"
"10/22/2012","37","Ozone","San Pablo","06-013-1004","AQS","5","37","7",".","23","26"
"10/23/2012","43","NO2","San Francisco","06-075-0005","AQS","7","33","3",".","32","43"
"10/24/2012","34","Ozone","Livermore","06-001-0007","AQS","7","34","6","8","28","27"
"10/25/2012","35","Ozone","Hayward","06-001-2001","AQS","7","35","3",".","29","34"
"10/26/2012","65","NO2","San Francisco","06-075-0005","AQS","13","33","3",".","41","65"
"10/27/2012","41","PM2.5","Redwood City","06-081-1001","AQS","17","34","9",".","41","36"
"10/28/2012","39","Ozone","Bethel Island","06-013-1002","AQS","9","39","9",".","37","26"
"10/29/2012","49","PM2.5","Redwood City","06-081-1001","AQS","7","37","4",".","49","46"
"10/30/2012","49","PM2.5","Redwood City","06-081-1001","AQS","7","19","6","11","49","23"
"10/31/2012","22","PM2.5","Redwood City","06-081-1001","AQS","6","16","6",".","22","21"
