"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/21/2002","42","NO2","San Francisco","06-075-0005","AQS","15","26","3",".",".","42"
"01/22/2002","35","NO2","San Francisco","06-075-0005","AQS","10","25","1",".",".","35"
"01/23/2002","39","NO2","San Francisco","06-075-0005","AQS","16","17","7",".","38","39"
"01/24/2002","70","PM2.5","San Francisco","06-075-0005","AQS","20","7","9",".","70","47"
"01/25/2002","73","PM2.5","San Francisco","06-075-0005","AQS","17","15","21",".","73","42"
"01/26/2002","33","PM2.5","San Francisco","06-075-0005","AQS","13","24","3","11","33","33"
"01/27/2002","38","NO2","San Francisco","06-075-0005","AQS","9","30","3",".","18","38"
"01/28/2002","36","NO2","San Francisco","06-075-0005","AQS","13","27","3",".","13","36"
"01/29/2002","45","PM2.5","San Francisco","06-075-0005","AQS","16","19","4",".","45","41"
"01/30/2002","47","PM2.5","San Francisco","06-075-0005","AQS","17","19","9",".","47","40"
"01/31/2002","70","PM2.5","San Francisco","06-075-0005","AQS","17","8","9",".","70","42"
"02/01/2002","114","PM2.5","San Francisco","06-075-0005","AQS","16","13","11","45","114","41"
"02/02/2002","81","PM2.5","San Francisco","06-075-0005","AQS","17",".","10",".","81","35"
"02/03/2002","73","PM2.5","San Francisco","06-075-0005","AQS","18",".","10",".","73","36"
"02/04/2002","73","PM2.5","San Francisco","06-075-0005","AQS","14","14","17",".","73","44"
"02/05/2002","76","PM2.5","San Francisco","06-075-0005","AQS","20","14","10",".","76","39"
"02/06/2002","68","PM2.5","San Francisco","06-075-0005","AQS","19","16","9",".","68","39"
"02/07/2002","33","NO2","San Francisco","06-075-0005","AQS","14","21","4","11",".","33"
"02/08/2002","36","NO2","San Francisco","06-075-0005","AQS","15","20","6",".","33","36"
"02/09/2002","35","NO2","San Francisco","06-075-0005","AQS","16","26","9",".","34","35"
"02/10/2002","86","PM2.5","San Francisco","06-075-0005","AQS","16","27","13",".","86","53"
"02/11/2002","84","PM2.5","San Francisco","06-075-0005","AQS","17","11","11",".","84","62"
"02/12/2002","66","PM2.5","San Francisco","06-075-0005","AQS","19","22","11",".","66","44"
"02/13/2002","58","PM2.5","San Francisco","06-075-0005","AQS","14","17","3","22","58","37"
"02/14/2002","77","PM2.5","San Francisco","06-075-0005","AQS","17","28","14",".","77","33"
"02/15/2002","32","Ozone","San Francisco","06-075-0005","AQS","14","32","1",".","30","26"
"02/16/2002","29","Ozone","San Francisco","06-075-0005","AQS","13","29","10",".","26","27"
"02/17/2002","33","Ozone","San Francisco","06-075-0005","AQS","13","33","3",".","13","24"
"02/18/2002","32","NO2","San Francisco","06-075-0005","AQS","11","28","11",".","17","32"
"02/19/2002","26","NO2","San Francisco","06-075-0005","AQS","15","25","1","7","15","26"
"02/20/2002","29","NO2","San Francisco","06-075-0005","AQS","14","20","9",".","21","29"
"02/21/2002","52","PM2.5","San Francisco","06-075-0005","AQS","17","8","10",".","52","31"
"02/22/2002","68","PM2.5","San Francisco","06-075-0005","AQS","20","33","13",".","68","29"
"02/23/2002","34","Ozone","San Francisco","06-075-0005","AQS","13","34","1",".","15","20"
"02/24/2002","28","NO2","San Francisco","06-075-0005","AQS","14","19","7",".","26","28"
"02/25/2002","48","PM2.5","San Francisco","06-075-0005","AQS","20","18","4","26","48","38"
"02/26/2002","55","PM2.5","San Francisco","06-075-0005","AQS","23","19","9",".","55","47"
"02/27/2002","57","PM2.5","San Francisco","06-075-0005","AQS","24","15","14",".","57","."
"02/28/2002","63","PM2.5","San Francisco","06-075-0005","AQS","30","33","20",".","63","."
"03/01/2002","41","NO2","San Francisco","06-075-0005","AQS","14","32","4",".","25","41"
"03/02/2002","47","PM2.5","San Francisco","06-075-0005","AQS","19","31","7",".","47","44"
"03/03/2002","56","NO2","San Francisco","06-075-0005","AQS","22","39","10","33","54","56"
"03/04/2002","64","PM2.5","San Francisco","06-075-0005","AQS","13","42","10",".","64","55"
"03/05/2002","36","PM2.5","San Francisco","06-075-0005","AQS","14","31","3",".","36","32"
"03/06/2002","24","Ozone","San Francisco","06-075-0005","AQS","11","24","3",".","15","22"
"03/07/2002","32","Ozone","San Francisco","06-075-0005","AQS","10","32","1",".","16","24"
"03/08/2002","32","NO2","San Francisco","06-075-0005","AQS","9","27","7",".","19","32"
"03/09/2002","34","NO2","San Francisco","06-075-0005","AQS","11","32","6","13","25","34"
"03/10/2002","37","Ozone","San Francisco","06-075-0005","AQS","9","37","3",".","18","30"
"03/11/2002","35","NO2","San Francisco","06-075-0005","AQS","11","24","3",".",".","35"
"03/12/2002","33","Ozone","San Francisco","06-075-0005","AQS","9","33","3",".","30","21"
"03/13/2002","31","Ozone","San Francisco","06-075-0005","AQS","7","31","1",".","29","24"
"03/14/2002","28","Ozone","San Francisco","06-075-0005","AQS","10","28","4",".","20","26"
"03/15/2002","36","Ozone","San Francisco","06-075-0005","AQS","10","36","3","14","23","33"
"03/16/2002","37","Ozone","San Francisco","06-075-0005","AQS","7","37","1",".","16","16"
"03/17/2002","39","Ozone","San Francisco","06-075-0005","AQS","8","39","3",".","18","20"
"03/18/2002","42","NO2","San Francisco","06-075-0005","AQS","11","32","3",".","20","42"
"03/19/2002","48","NO2","San Francisco","06-075-0005","AQS","17","15","11",".",".","48"
"03/20/2002","64","PM2.5","San Francisco","06-075-0005","AQS","17","34","13",".","64","48"
"03/21/2002","33","PM2.5","San Francisco","06-075-0005","AQS","11",".",".","17","33","."
"03/22/2002","31","Ozone","San Francisco","06-075-0005","AQS","14","31","3",".","23","23"
"03/23/2002","34","Ozone","San Francisco","06-075-0005","AQS","14","34","1",".","15","16"
"03/24/2002","35","Ozone","San Francisco","06-075-0005","AQS","7","35","3",".","15","14"
"03/25/2002","39","NO2","San Francisco","06-075-0005","AQS","10","31","4",".","19","39"
"03/26/2002","38","PM2.5","San Francisco","06-075-0005","AQS","13","24","17",".","38","35"
"03/27/2002","54","PM2.5","San Francisco","06-075-0005","AQS","15","24","16","35","54","36"
"03/28/2002","38","NO2","San Francisco","06-075-0005","AQS","13","28","9",".",".","38"
"03/29/2002","65","PM2.5","San Francisco","06-075-0005","AQS","13","28","6",".","65","32"
"03/30/2002","59","PM2.5","San Francisco","06-075-0005","AQS","10","23","4",".","59","25"
"03/31/2002","53","PM2.5","San Francisco","06-075-0005","AQS","9","27","4",".","53","23"
"04/01/2002","29","Ozone","San Francisco","06-075-0005","AQS","17","29","3",".",".","25"
"04/02/2002","55","PM2.5","San Francisco","06-075-0005","AQS","10","38","1","24","55","25"
"04/03/2002","35","Ozone","San Francisco","06-075-0005","AQS","13","35","3",".",".","20"
"04/04/2002","31","Ozone","San Francisco","06-075-0005","AQS","11","31","1",".",".","21"
"04/05/2002","33","NO2","San Francisco","06-075-0005","AQS","11","25","3",".",".","33"
"04/06/2002","31","Ozone","San Francisco","06-075-0005","AQS","9","31","1",".",".","13"
"04/07/2002","30","Ozone","San Francisco","06-075-0005","AQS","8","30","4",".",".","11"
"04/08/2002","28","Ozone","San Francisco","06-075-0005","AQS","11","28","1","12","20","15"
"04/09/2002","24","NO2","San Francisco","06-075-0005","AQS","13","20","3",".",".","24"
"04/10/2002","24","Ozone","San Francisco","06-075-0005","AQS","10","24","1",".",".","24"
"04/11/2002","21","NO2","San Francisco","06-075-0005","AQS","9",".","3",".",".","21"
"04/12/2002","29","NO2","San Francisco","06-075-0005","AQS","10","20","10",".",".","29"
"04/13/2002","24","NO2","San Francisco","06-075-0005","AQS","9","23","9",".",".","24"
"04/14/2002","45","Ozone","San Francisco","06-075-0005","AQS","8","45","1","19","25","8"
"04/15/2002","39","Ozone","San Francisco","06-075-0005","AQS","7","39","1",".",".","21"
"04/16/2002","36","Ozone","San Francisco","06-075-0005","AQS","11","36","3",".",".","23"
"04/17/2002","36","Ozone","San Francisco","06-075-0005","AQS","8","36","4",".",".","33"
"04/18/2002","31","Ozone","San Francisco","06-075-0005","AQS","9","31","4",".",".","31"
"04/19/2002","39","NO2","San Francisco","06-075-0005","AQS","9","31","7",".",".","39"
"04/20/2002","54","PM2.5","San Francisco","06-075-0005","AQS","10","37","1","31","54","17"
"04/21/2002","57","PM2.5","San Francisco","06-075-0005","AQS","9","37","3",".","57","41"
"04/22/2002","43","NO2","San Francisco","06-075-0005","AQS","14","32","6",".",".","43"
"04/23/2002","41","Ozone","San Francisco","06-075-0005","AQS","14","41","10",".",".","40"
"04/24/2002","32","NO2","San Francisco","06-075-0005","AQS","11","29","6",".",".","32"
"04/25/2002","42","Ozone","San Francisco","06-075-0005","AQS","9","42","3",".",".","."
"04/26/2002","50","PM2.5","San Francisco","06-075-0005","AQS","8","41","1","31","50","14"
"04/27/2002","42","Ozone","San Francisco","06-075-0005","AQS","8","42","3",".",".","14"
"04/28/2002","43","Ozone","San Francisco","06-075-0005","AQS","8","43","3",".",".","24"
"04/29/2002","41","NO2","San Francisco","06-075-0005","AQS","11","39","3",".",".","41"
"04/30/2002","34","Ozone","San Francisco","06-075-0005","AQS","11","34","3",".",".","29"
"05/01/2002","35","Ozone","San Francisco","06-075-0005","AQS","9","35","4",".",".","26"
"05/02/2002","35","Ozone","San Francisco","06-075-0005","AQS","10","35","3","14","32","16"
"05/03/2002","37","Ozone","San Francisco","06-075-0005","AQS","11","37","4",".",".","17"
"05/04/2002","36","Ozone","San Francisco","06-075-0005","AQS","9","36","3",".",".","14"
"05/05/2002","31","Ozone","San Francisco","06-075-0005","AQS","8","31","3",".",".","14"
"05/06/2002","37","Ozone","San Francisco","06-075-0005","AQS","8","37","3",".",".","16"
"05/07/2002","35","Ozone","San Francisco","06-075-0005","AQS","10","35","4",".",".","35"
"05/08/2002","56","PM2.5","San Francisco","06-075-0005","AQS","13","32","3","37","56","34"
"05/09/2002","35","Ozone","San Francisco","06-075-0005","AQS","10","35","4",".",".","15"
"05/10/2002","30","Ozone","San Francisco","06-075-0005","AQS","10","30","3",".",".","23"
"05/11/2002","34","Ozone","San Francisco","06-075-0005","AQS","9","34","4",".",".","30"
"05/12/2002","36","Ozone","San Francisco","06-075-0005","AQS","8","36","3",".",".","16"
"05/13/2002","34","Ozone","San Francisco","06-075-0005","AQS","8","34","3",".",".","16"
"05/14/2002","43","PM2.5","San Francisco","06-075-0005","AQS","11","31","6","25","43","27"
"05/15/2002","32","Ozone","San Francisco","06-075-0005","AQS","11","32","3",".",".","17"
"05/16/2002","32","Ozone","San Francisco","06-075-0005","AQS","11","32","3",".",".","25"
"05/17/2002","38","Ozone","San Francisco","06-075-0005","AQS","10","38","4",".",".","20"
"05/18/2002","39","Ozone","San Francisco","06-075-0005","AQS","10","39","3",".",".","12"
"05/19/2002","36","Ozone","San Francisco","06-075-0005","AQS","10","36","3",".",".","20"
"05/20/2002","35","Ozone","San Francisco","06-075-0005","AQS","10","35","1","13","20","15"
"05/21/2002","35","Ozone","San Francisco","06-075-0005","AQS","7","35","4",".",".","25"
"05/22/2002","32","Ozone","San Francisco","06-075-0005","AQS","6","32","3",".",".","24"
"05/23/2002","42","NO2","San Francisco","06-075-0005","AQS","10","31","7",".",".","42"
"05/24/2002","43","NO2","San Francisco","06-075-0005","AQS","10","28","6",".",".","43"
"05/25/2002","35","Ozone","San Francisco","06-075-0005","AQS","6","35","3",".",".","11"
"05/26/2002","24","Ozone","San Francisco","06-075-0005","AQS","6","24","3","8","18","8"
"05/27/2002","22","Ozone","San Francisco","06-075-0005","AQS","5","22","3",".",".","9"
"05/28/2002","25","Ozone","San Francisco","06-075-0005","AQS","7","25","3",".",".","14"
"05/29/2002","28","NO2","San Francisco","06-075-0005","AQS","9","12","10",".",".","28"
"05/30/2002","23","Ozone","San Francisco","06-075-0005","AQS","11","23","3",".",".","11"
"05/31/2002","33","Ozone","San Francisco","06-075-0005","AQS","8","33","3",".",".","17"
"06/01/2002","52","PM2.5","San Francisco","06-075-0005","AQS","7","33","3","31","52","7"
"06/02/2002","31","Ozone","San Francisco","06-075-0005","AQS","5","31","3",".",".","10"
"06/03/2002","26","Ozone","San Francisco","06-075-0005","AQS","8","26","3",".",".","25"
"06/04/2002","32","NO2","San Francisco","06-075-0005","AQS","10","21","4",".",".","32"
"06/05/2002","43","NO2","San Francisco","06-075-0005","AQS","15","24","11",".",".","43"
"06/06/2002","40","NO2","San Francisco","06-075-0005","AQS","9","29","6",".",".","40"
"06/07/2002","63","PM2.5","San Francisco","06-075-0005","AQS","17","27","3","44","63","25"
"06/08/2002","31","Ozone","San Francisco","06-075-0005","AQS","8","31","4",".",".","30"
"06/09/2002","32","Ozone","San Francisco","06-075-0005","AQS","7","32","3",".",".","31"
"06/10/2002","35","NO2","San Francisco","06-075-0005","AQS","7","33","6",".",".","35"
"06/11/2002","35","Ozone","San Francisco","06-075-0005","AQS","14","35","3",".",".","31"
"06/12/2002","34","Ozone","San Francisco","06-075-0005","AQS","8","34","3",".",".","16"
"06/13/2002","33","Ozone","San Francisco","06-075-0005","AQS","8","33","1","7","19","."
"06/14/2002","31","Ozone","San Francisco","06-075-0005","AQS","7","31","3",".",".","11"
"06/15/2002","33","Ozone","San Francisco","06-075-0005","AQS","8","33","3",".",".","13"
"06/16/2002","31","Ozone","San Francisco","06-075-0005","AQS","7","31","3",".",".","13"
"06/17/2002","21","Ozone","San Francisco","06-075-0005","AQS","9","21","3",".",".","14"
"06/18/2002","20","Ozone","San Francisco","06-075-0005","AQS","9","20","4",".",".","15"
"06/19/2002","51","PM2.5","San Francisco","06-075-0005","AQS","9","22","3","32","51","23"
"06/20/2002","31","Ozone","San Francisco","06-075-0005","AQS","10","31","3",".",".","9"
"06/21/2002","29","Ozone","San Francisco","06-075-0005","AQS","13","29","3",".",".","13"
"06/22/2002","24","Ozone","San Francisco","06-075-0005","AQS","9","24","3",".",".","10"
"06/23/2002","21","Ozone","San Francisco","06-075-0005","AQS","9","21","1",".",".","8"
"06/24/2002","17","Ozone","San Francisco","06-075-0005","AQS","10","17","3",".",".","13"
"06/25/2002","33","PM2.5","San Francisco","06-075-0005","AQS","11","23","3","10","33","11"
"06/26/2002","21","Ozone","San Francisco","06-075-0005","AQS","10","21","4",".",".","11"
"06/27/2002","18","Ozone","San Francisco","06-075-0005","AQS","10","18","3",".",".","10"
"06/28/2002","19","Ozone","San Francisco","06-075-0005","AQS","7","19","3",".",".","11"
"06/29/2002","12","Ozone","San Francisco","06-075-0005","AQS","8","12","3",".",".","9"
"06/30/2002","18","Ozone","San Francisco","06-075-0005","AQS","8","18","3",".",".","16"
"07/01/2002","56","PM2.5","San Francisco","06-075-0005","AQS","11","28","7","33","56","36"
"07/02/2002","31","Ozone","San Francisco","06-075-0005","AQS","8","31","3",".",".","21"
"07/03/2002","22","Ozone","San Francisco","06-075-0005","AQS","8","22","3",".",".","11"
"07/04/2002","23","Ozone","San Francisco","06-075-0005","AQS","6","23","3",".",".","8"
"07/05/2002","21","Ozone","San Francisco","06-075-0005","AQS","7","21","3",".",".","8"
"07/06/2002","19","Ozone","San Francisco","06-075-0005","AQS","7","19","3",".",".","8"
"07/07/2002","18","Ozone","San Francisco","06-075-0005","AQS","5","18","3","6","15","9"
"07/08/2002","31","NO2","San Francisco","06-075-0005","AQS","10","18","11",".",".","31"
"07/09/2002","48","NO2","San Francisco","06-075-0005","AQS","16","21","16",".",".","48"
"07/10/2002","37","NO2","San Francisco","06-075-0005","AQS","11","24","6",".",".","37"
"07/11/2002","23","Ozone","San Francisco","06-075-0005","AQS","9","23","3",".",".","18"
"07/12/2002","24","NO2","San Francisco","06-075-0005","AQS","8","22","4",".",".","24"
"07/13/2002","28","PM2.5","San Francisco","06-075-0005","AQS","7","23","1","10","28","7"
"07/14/2002","27","Ozone","San Francisco","06-075-0005","AQS","7","27","3",".",".","7"
"07/15/2002","23","Ozone","San Francisco","06-075-0005","AQS","9","23","3",".",".","11"
"07/16/2002","21","Ozone","San Francisco","06-075-0005","AQS","8","21","3",".",".","13"
"07/17/2002","16","Ozone","San Francisco","06-075-0005","AQS","8","16","1",".",".","10"
"07/18/2002","10","Ozone","San Francisco","06-075-0005","AQS","9","10","4",".",".","8"
"07/19/2002","31","PM2.5","San Francisco","06-075-0005","AQS","9","14","4","19","31","12"
"07/20/2002","18","Ozone","San Francisco","06-075-0005","AQS","8","18","3",".",".","10"
"07/21/2002","24","Ozone","San Francisco","06-075-0005","AQS","7","24","1",".",".","10"
"07/22/2002","23","Ozone","San Francisco","06-075-0005","AQS","8","23","3",".",".","14"
"07/23/2002","25","Ozone","San Francisco","06-075-0005","AQS","9","25","3",".",".","13"
"07/24/2002","25","Ozone","San Francisco","06-075-0005","AQS","7","25","3",".",".","23"
"07/25/2002","24","PM2.5","San Francisco","06-075-0005","AQS","7","24","3","11","24","11"
"07/26/2002","17","Ozone","San Francisco","06-075-0005","AQS","8","17","3",".",".","11"
"07/27/2002","22","Ozone","San Francisco","06-075-0005","AQS","8","22","3",".",".","14"
"07/28/2002","32","Ozone","San Francisco","06-075-0005","AQS","7","32","3",".",".","16"
"07/29/2002","27","Ozone","San Francisco","06-075-0005","AQS","8","27","1",".",".","12"
"07/30/2002","29","Ozone","San Francisco","06-075-0005","AQS","9","29","3",".",".","13"
"07/31/2002","38","PM2.5","San Francisco","06-075-0005","AQS","10","30","1","13","38","12"
"08/01/2002","20","Ozone","San Francisco","06-075-0005","AQS","9","20","3",".",".","16"
"08/02/2002","22","Ozone","San Francisco","06-075-0005","AQS","10","22","3",".",".","13"
"08/03/2002","25","Ozone","San Francisco","06-075-0005","AQS","9","25","3",".",".","10"
"08/04/2002","19","Ozone","San Francisco","06-075-0005","AQS","8","19","1",".",".","11"
"08/05/2002","23","Ozone","San Francisco","06-075-0005","AQS","9","23","3",".",".","13"
"08/06/2002","41","PM2.5","San Francisco","06-075-0005","AQS","8","24","3","22","41","21"
"08/07/2002","29","NO2","San Francisco","06-075-0005","AQS","11","25","6",".",".","29"
"08/08/2002","63","NO2","San Francisco","06-075-0005","AQS","18","32","27",".",".","63"
"08/09/2002","73","NO2","San Francisco","06-075-0005","AQS","22","36","16",".",".","73"
"08/10/2002","43","NO2","San Francisco","06-075-0005","AQS","13","26","11",".",".","43"
"08/11/2002","39","Ozone","San Francisco","06-075-0005","AQS","8","39","3",".",".","12"
"08/12/2002","74","PM2.5","San Francisco","06-075-0005","AQS","10","33","3","26","74","19"
"08/13/2002","32","Ozone","San Francisco","06-075-0005","AQS","11","32","3",".",".","16"
"08/14/2002","28","Ozone","San Francisco","06-075-0005","AQS","10","28","3",".",".","16"
"08/15/2002","24","Ozone","San Francisco","06-075-0005","AQS","10","24","3",".",".","17"
"08/16/2002","25","Ozone","San Francisco","06-075-0005","AQS","11","25","1",".",".","14"
"08/17/2002","31","Ozone","San Francisco","06-075-0005","AQS","10","31","3",".",".","9"
"08/18/2002","77","PM2.5","San Francisco","06-075-0005","AQS","9","29","3","37","77","8"
"08/19/2002","26","Ozone","San Francisco","06-075-0005","AQS","11","26","3",".",".","12"
"08/20/2002","20","NO2","San Francisco","06-075-0005","AQS","8","19","3",".",".","20"
"08/21/2002","28","Ozone","San Francisco","06-075-0005","AQS","8","28","3",".",".","14"
"08/22/2002","31","Ozone","San Francisco","06-075-0005","AQS","9","31","1",".",".","12"
"08/23/2002","28","Ozone","San Francisco","06-075-0005","AQS","10","28","3",".",".","16"
"08/24/2002","34","PM2.5","San Francisco","06-075-0005","AQS","8","25","3","10","34","9"
"08/25/2002","15","Ozone","San Francisco","06-075-0005","AQS","7","15","3",".",".","."
"08/26/2002","13","CO","San Francisco","06-075-0005","AQS","13","12","6",".",".","."
"08/27/2002","15","CO","San Francisco - Ellis St.","06-075-0003","AQS","15","13","9",".",".","."
"08/28/2002","28","Ozone","San Francisco","06-075-0005","AQS","8","28","3",".",".","."
"08/29/2002","30","Ozone","San Francisco","06-075-0005","AQS","10","30","3",".",".","25"
"08/30/2002","45","PM2.5","San Francisco","06-075-0005","AQS","10","31","1","13","45","20"
"08/31/2002","28","NO2","San Francisco","06-075-0005","AQS","10","26","6",".",".","28"
"09/01/2002","37","NO2","San Francisco","06-075-0005","AQS","11","28","7",".",".","37"
"09/02/2002","31","NO2","San Francisco","06-075-0005","AQS","15","28","9",".",".","31"
"09/03/2002","27","Ozone","San Francisco","06-075-0005","AQS","10","27","1",".",".","16"
"09/04/2002","30","Ozone","San Francisco","06-075-0005","AQS","9","30","3",".",".","."
"09/05/2002","27","Ozone","San Francisco","06-075-0005","AQS","9","27","3","11","23","."
"09/06/2002","22","Ozone","San Francisco","06-075-0005","AQS","9","22","1",".",".","19"
"09/07/2002","23","Ozone","San Francisco","06-075-0005","AQS","8","23","1",".",".","17"
"09/08/2002","23","Ozone","San Francisco","06-075-0005","AQS","8","23","11",".",".","22"
"09/09/2002","44","NO2","San Francisco","06-075-0005","AQS","17","19","11",".",".","44"
"09/10/2002","40","NO2","San Francisco","06-075-0005","AQS","18","19","14",".",".","40"
"09/11/2002","30","PM2.5","San Francisco","06-075-0005","AQS","10","20","3","11","30","25"
"09/12/2002","26","Ozone","San Francisco","06-075-0005","AQS","10","26","3",".",".","15"
"09/13/2002","26","Ozone","San Francisco","06-075-0005","AQS","9","26","1",".",".","16"
"09/14/2002","21","Ozone","San Francisco","06-075-0005","AQS","8","21","3",".",".","10"
"09/15/2002","19","Ozone","San Francisco","06-075-0005","AQS","7","19","1",".",".","8"
"09/16/2002","18","NO2","San Francisco","06-075-0005","AQS","10","16","3",".",".","18"
"09/17/2002","28","PM2.5","San Francisco","06-075-0005","AQS","11","19","3","17","28","25"
"09/18/2002","28","NO2","San Francisco","06-075-0005","AQS","16","12","3",".",".","28"
"09/19/2002","60","NO2","San Francisco","06-075-0005","AQS","25","38","11",".",".","60"
"09/20/2002","54","NO2","San Francisco","06-075-0005","AQS","18","31","7",".",".","54"
"09/21/2002","35","Ozone","San Francisco","06-075-0005","AQS","9","35","1",".",".","26"
"09/22/2002","35","Ozone","San Francisco","06-075-0005","AQS","8","35","7",".",".","28"
"09/23/2002","42","NO2","San Francisco","06-075-0005","AQS","15","18","10","20","40","42"
"09/24/2002","36","NO2","San Francisco","06-075-0005","AQS","11","19","3",".",".","36"
"09/25/2002","29","NO2","San Francisco","06-075-0005","AQS","9","28","3",".",".","29"
"09/26/2002","36","Ozone","San Francisco","06-075-0005","AQS","13","36","3",".",".","18"
"09/27/2002","33","Ozone","San Francisco","06-075-0005","AQS","11","33","1",".",".","33"
"09/28/2002","33","NO2","San Francisco","06-075-0005","AQS","11","30","4",".",".","33"
"09/29/2002","36","NO2","San Francisco","06-075-0005","AQS","10","35","1","12","25","36"
"09/30/2002","32","NO2","San Francisco","06-075-0005","AQS","10","28","4",".",".","32"
"10/01/2002","37","NO2","San Francisco","06-075-0005","AQS","13","31","3",".",".","37"
"10/02/2002","39","NO2","San Francisco","06-075-0005","AQS","11","28","3",".",".","39"
"10/03/2002","53","PM2.5","San Francisco","06-075-0005","AQS","18","27","20",".","53","."
"10/04/2002","45","PM2.5","San Francisco","06-075-0005","AQS","15","21","14",".","45","41"
"10/05/2002","52","PM2.5","San Francisco","06-075-0005","AQS","15","27","10","31","52","38"
"10/06/2002","53","PM2.5","San Francisco","06-075-0005","AQS","28","33","16",".","53","44"
"10/07/2002","55","PM2.5","San Francisco","06-075-0005","AQS","17","23","23",".","55","50"
"10/08/2002","72","SO2","San Francisco","06-075-0005","AQS","16","19","72",".",".","53"
"10/09/2002","27","PM2.5","San Francisco","06-075-0005","AQS","10","27","3",".","27","25"
"10/10/2002","29","Ozone","San Francisco","06-075-0005","AQS","10","29","3",".","27","20"
"10/11/2002","40","PM2.5","San Francisco","06-075-0005","AQS","10","21","7","25","40","40"
"10/12/2002","53","PM2.5","San Francisco","06-075-0005","AQS","14","24","20",".","53","52"
"10/13/2002","43","PM2.5","San Francisco","06-075-0005","AQS","10","31","13",".","43","34"
"10/14/2002","50","PM2.5","San Francisco","06-075-0005","AQS","10","34","3",".","50","36"
"10/15/2002","46","PM2.5","San Francisco","06-075-0005","AQS","10","40","3",".","46","19"
"10/16/2002","45","PM2.5","San Francisco","06-075-0005","AQS","9","40","3",".","45","20"
"10/17/2002","50","PM2.5","San Francisco","06-075-0005","AQS","24","38","3","21","50","25"
"10/18/2002","36","PM2.5","San Francisco","06-075-0005","AQS","10","31","3",".","36","19"
"10/19/2002","33","PM2.5","San Francisco","06-075-0005","AQS","9","25","4",".","33","15"
"10/20/2002","32","PM2.5","San Francisco","06-075-0005","AQS","9","22","4",".","32","28"
"10/21/2002","51","PM2.5","San Francisco","06-075-0005","AQS","17","30","3",".","51","37"
"10/22/2002","27","Ozone","San Francisco","06-075-0005","AQS","10","27","3",".","24","16"
"10/23/2002","29","Ozone","San Francisco","06-075-0005","AQS","10","29","3","8","20","22"
"10/24/2002","30","PM2.5","San Francisco","06-075-0005","AQS","13",".",".",".","30","."
"10/25/2002","46","PM2.5","San Francisco","06-075-0005","AQS","11","25","17",".","46","35"
"10/26/2002","45","PM2.5","San Francisco","06-075-0005","AQS","10","26","3",".","45","15"
"10/27/2002","54","PM2.5","San Francisco","06-075-0005","AQS","9","27","7",".","54","33"
"10/28/2002","56","PM2.5","San Francisco","06-075-0005","AQS","18","23","20",".","56","47"
"10/29/2002","46","PM2.5","San Francisco","06-075-0005","AQS","14","19","16","32","46","36"
"10/30/2002","38","NO2","San Francisco","06-075-0005","AQS","11","22","14",".",".","38"
"10/31/2002","54","PM2.5","San Francisco","06-075-0005","AQS","14","17","10",".","54","45"
"11/01/2002","52","PM2.5","San Francisco","06-075-0005","AQS","18","17","7",".","52","47"
"11/02/2002","58","PM2.5","San Francisco","06-075-0005","AQS","17","19","13",".","58","49"
