,date,bins,total_size,air_aquality
0,2001-01-01,bigger then 400,1.1,153
1,2001-01-01,within 150,0.1,153
2,2001-01-01,within 250,0.1,153
3,2001-01-01,within 300,0.1,153
4,2001-01-01,within 400,0.1,153
5,2001-01-02,within 150,0.1,140
6,2001-01-02,within 350,0.1,140
7,2001-01-02,within 400,0.2,140
8,2001-01-03,bigger then 400,0.2,140
9,2001-01-03,within 200,0.1,140
10,2001-01-03,within 250,0.1,140
11,2001-01-03,within 400,0.1,140
12,2001-01-04,bigger then 400,0.4,107
13,2001-01-04,within 200,4.0,107
14,2001-01-04,within 300,0.1,107
15,2001-01-04,within 350,2.0,107
16,2001-01-04,within 400,3.3000000000000003,107
17,2001-01-05,bigger then 400,0.1,124
18,2001-01-05,within 150,24.0,124
19,2001-01-05,within 200,15.0,124
20,2001-01-05,within 250,81.3,124
21,2001-01-05,within 350,25.5,124
22,2001-01-05,within 400,0.1,124
23,2001-01-06,within 300,2.5,147
24,2001-01-06,within 350,3.0,147
25,2001-01-07,bigger then 400,10353.1,150
26,2001-01-07,within 150,5.0,150
27,2001-01-07,within 200,0.1,150
28,2001-01-07,within 250,5.0,150
29,2001-01-08,bigger then 400,0.9999999999999999,39
30,2001-01-08,within 150,10.0,39
31,2001-01-08,within 50,0.1,39
32,2001-01-09,within 200,0.1,43
33,2001-01-10,bigger then 400,0.1,33
34,2001-01-11,,,34
35,2001-01-12,,,34
36,2001-01-13,within 400,3.0,25
37,2001-01-14,bigger then 400,0.1,34
38,2001-01-14,within 100,0.1,34
39,2001-01-14,within 150,0.1,34
40,2001-01-15,bigger then 400,0.1,39
41,2001-01-15,within 300,0.8,39
42,2001-01-16,within 200,1.0,39
43,2001-01-17,,,40
44,2001-01-18,,,79
45,2001-01-19,bigger then 400,0.1,111
46,2001-01-19,within 150,1.0,111
47,2001-01-19,within 200,0.2,111
48,2001-01-20,bigger then 400,0.1,158
49,2001-01-21,,,162
50,2001-01-22,bigger then 400,0.1,111
51,2001-01-22,within 300,0.5,111
52,2001-01-22,within 350,0.1,111
53,2001-01-23,,,42
54,2001-01-24,,,45
55,2001-01-25,bigger then 400,0.1,42
56,2001-01-26,,,37
57,2001-01-27,within 200,0.1,38
58,2001-01-27,within 350,0.1,38
59,2001-01-28,within 400,0.1,52
60,2001-01-29,,,36
61,2001-01-30,bigger then 400,0.1,39
62,2001-01-31,within 350,5.0,47
63,2001-02-01,within 250,0.1,88
64,2001-02-02,within 250,0.1,117
65,2001-02-03,within 100,0.1,76
66,2001-02-04,within 150,1.0,42
67,2001-02-04,within 350,5.0,42
68,2001-02-05,,,34
69,2001-02-06,within 250,10.1,38
70,2001-02-07,bigger then 400,0.1,42
71,2001-02-07,within 150,0.1,42
72,2001-02-08,within 100,0.1,54
73,2001-02-08,within 350,0.1,54
74,2001-02-08,within 50,0.1,54
75,2001-02-09,bigger then 400,0.1,31
76,2001-02-09,within 300,0.1,31
77,2001-02-10,within 100,1.0,34
78,2001-02-11,,,34
79,2001-02-12,bigger then 400,0.1,35
80,2001-02-13,,,45
81,2001-02-14,within 350,0.1,42
82,2001-02-15,,,49
83,2001-02-16,,,37
84,2001-02-17,within 400,0.1,36
85,2001-02-18,within 400,0.1,30
86,2001-02-19,,,37
87,2001-02-20,bigger then 400,0.2,30
88,2001-02-21,bigger then 400,0.1,37
89,2001-02-22,,,30
90,2001-02-23,bigger then 400,0.2,30
91,2001-02-23,within 250,0.1,30
92,2001-02-23,within 50,0.1,30
93,2001-02-24,bigger then 400,0.1,32
94,2001-02-25,,,35
95,2001-02-26,within 250,1.0,44
96,2001-02-27,within 150,0.1,51
97,2001-02-27,within 250,45.0,51
98,2001-02-28,within 150,0.1,46
99,2001-02-28,within 200,0.1,46
100,2001-02-28,within 250,20.0,46
101,2001-03-01,,,56
102,2001-03-02,,,42
103,2001-03-03,bigger then 400,0.5,59
104,2001-03-04,within 350,0.1,32
105,2001-03-05,bigger then 400,0.1,39
106,2001-03-06,,,45
107,2001-03-07,,,45
108,2001-03-08,,,43
109,2001-03-09,,,42
110,2001-03-10,,,35
111,2001-03-11,within 150,0.1,60
112,2001-03-11,within 200,0.5,60
113,2001-03-12,within 200,0.3,66
114,2001-03-12,within 250,0.1,66
115,2001-03-13,bigger then 400,0.1,46
116,2001-03-13,within 200,0.1,46
117,2001-03-13,within 300,2.0,46
118,2001-03-13,within 400,0.2,46
119,2001-03-14,within 200,0.2,57
120,2001-03-14,within 250,2.1,57
121,2001-03-15,within 150,0.1,44
122,2001-03-16,within 150,0.1,31
123,2001-03-16,within 50,5.0,31
124,2001-03-17,bigger then 400,0.1,36
125,2001-03-17,within 150,1.3,36
126,2001-03-18,within 150,1.0,30
127,2001-03-18,within 250,0.1,30
128,2001-03-18,within 350,0.1,30
129,2001-03-19,within 200,0.5,55
130,2001-03-19,within 250,0.5,55
131,2001-03-20,bigger then 400,0.1,42
132,2001-03-20,within 150,0.2,42
133,2001-03-20,within 200,10.1,42
134,2001-03-21,within 250,0.6,37
135,2001-03-22,within 150,1.1,27
136,2001-03-22,within 250,0.2,27
137,2001-03-23,within 100,0.3,27
138,2001-03-23,within 300,0.1,27
139,2001-03-24,within 150,0.1,22
140,2001-03-24,within 200,0.2,22
141,2001-03-25,bigger then 400,0.1,38
142,2001-03-25,within 100,0.1,38
143,2001-03-25,within 250,0.1,38
144,2001-03-25,within 400,0.1,38
145,2001-03-26,,,46
146,2001-03-27,within 100,0.1,51
147,2001-03-27,within 200,0.1,51
148,2001-03-27,within 350,0.1,51
149,2001-03-28,bigger then 400,0.1,29
150,2001-03-28,within 150,50.7,29
151,2001-03-28,within 250,12.0,29
152,2001-03-28,within 300,0.1,29
153,2001-03-29,within 100,0.3,28
154,2001-03-29,within 200,0.5,28
155,2001-03-30,,,63
156,2001-03-31,bigger then 400,200.6,52
157,2001-04-01,bigger then 400,3.6,44
158,2001-04-01,within 150,1.3,44
159,2001-04-01,within 200,0.1,44
160,2001-04-02,bigger then 400,0.1,35
161,2001-04-02,within 150,2.0,35
162,2001-04-02,within 300,0.2,35
163,2001-04-03,bigger then 400,0.2,41
164,2001-04-03,within 100,0.1,41
165,2001-04-03,within 150,10.1,41
166,2001-04-03,within 200,0.1,41
167,2001-04-03,within 400,0.1,41
168,2001-04-04,bigger then 400,0.1,42
169,2001-04-04,within 150,0.2,42
170,2001-04-04,within 200,0.3,42
171,2001-04-05,bigger then 400,1.0,36
172,2001-04-05,within 200,2.0,36
173,2001-04-05,within 250,0.3,36
174,2001-04-05,within 300,0.1,36
175,2001-04-06,within 250,0.1,35
176,2001-04-07,,,38
177,2001-04-08,within 250,0.1,41
178,2001-04-09,within 250,7.0,31
179,2001-04-10,,,44
180,2001-04-11,within 150,5.0,38
181,2001-04-11,within 250,0.1,38
182,2001-04-12,within 100,1.0,39
183,2001-04-13,within 150,1.0,42
184,2001-04-13,within 250,5.1,42
185,2001-04-13,within 300,0.5,42
186,2001-04-14,bigger then 400,0.2,40
187,2001-04-14,within 150,0.1,40
188,2001-04-15,bigger then 400,0.1,43
189,2001-04-16,within 200,1.5,46
190,2001-04-16,within 250,0.2,46
191,2001-04-16,within 300,2.5,46
192,2001-04-17,within 100,0.1,32
193,2001-04-17,within 150,0.6,32
194,2001-04-17,within 300,0.2,32
195,2001-04-18,within 200,0.1,40
196,2001-04-19,,,34
197,2001-04-20,bigger then 400,0.2,39
198,2001-04-20,within 250,0.1,39
199,2001-04-21,within 300,0.5,34
200,2001-04-22,,,34
201,2001-04-23,bigger then 400,0.1,39
202,2001-04-23,within 200,1.1,39
203,2001-04-24,within 350,0.1,49
204,2001-04-25,bigger then 400,1.0,37
205,2001-04-25,within 150,0.3,37
206,2001-04-25,within 250,0.1,37
207,2001-04-25,within 400,0.1,37
208,2001-04-26,within 150,0.8,23
209,2001-04-26,within 200,13.7,23
210,2001-04-27,within 150,0.1,26
211,2001-04-27,within 400,0.1,26
212,2001-04-28,bigger then 400,0.3,39
213,2001-04-28,within 250,0.1,39
214,2001-04-28,within 350,0.5,39
215,2001-04-29,bigger then 400,0.1,36
216,2001-04-29,within 150,0.1,36
217,2001-04-29,within 200,0.1,36
218,2001-04-29,within 400,0.1,36
219,2001-04-30,bigger then 400,25.0,25
220,2001-04-30,within 250,0.1,25
221,2001-04-30,within 300,0.5,25
222,2001-04-30,within 350,0.1,25
223,2001-05-01,bigger then 400,0.1,56
224,2001-05-01,within 150,0.2,56
225,2001-05-01,within 200,0.5,56
226,2001-05-01,within 250,0.1,56
227,2001-05-01,within 350,0.1,56
228,2001-05-01,within 400,0.1,56
229,2001-05-02,within 100,25.0,37
230,2001-05-02,within 150,40.2,37
231,2001-05-02,within 200,1.6,37
232,2001-05-02,within 300,0.5,37
233,2001-05-03,bigger then 400,10.2,44
234,2001-05-03,within 100,4.7,44
235,2001-05-03,within 150,861.4,44
236,2001-05-03,within 200,0.2,44
237,2001-05-03,within 250,0.1,44
238,2001-05-03,within 350,0.1,44
239,2001-05-04,bigger then 400,0.2,51
240,2001-05-04,within 150,2.4000000000000004,51
241,2001-05-04,within 200,2.5,51
242,2001-05-04,within 250,1.2,51
243,2001-05-04,within 350,1.1,51
244,2001-05-04,within 400,0.2,51
245,2001-05-04,within 50,0.1,51
246,2001-05-05,bigger then 400,0.1,31
247,2001-05-05,within 150,0.8999999999999999,31
248,2001-05-05,within 200,0.2,31
249,2001-05-06,bigger then 400,0.1,37
250,2001-05-06,within 150,3.0,37
251,2001-05-06,within 400,0.1,37
252,2001-05-07,bigger then 400,0.1,67
253,2001-05-07,within 150,1.0,67
254,2001-05-07,within 200,3.0,67
255,2001-05-07,within 250,0.3,67
256,2001-05-07,within 350,0.2,67
257,2001-05-08,bigger then 400,0.1,56
258,2001-05-08,within 100,0.2,56
259,2001-05-08,within 200,0.1,56
260,2001-05-08,within 250,0.1,56
261,2001-05-08,within 300,69.3,56
262,2001-05-08,within 350,1.5,56
263,2001-05-09,bigger then 400,0.1,47
264,2001-05-09,within 150,0.2,47
265,2001-05-09,within 200,1.0,47
266,2001-05-09,within 400,0.2,47
267,2001-05-09,within 50,0.1,47
268,2001-05-10,within 100,5.0,41
269,2001-05-10,within 150,1.0,41
270,2001-05-10,within 200,2.3,41
271,2001-05-10,within 300,0.8,41
272,2001-05-10,within 350,0.1,41
273,2001-05-11,bigger then 400,0.1,38
274,2001-05-11,within 100,4.699999999999999,38
275,2001-05-11,within 150,2.1,38
276,2001-05-11,within 250,0.5,38
277,2001-05-12,bigger then 400,0.1,40
278,2001-05-12,within 150,2.0,40
279,2001-05-12,within 200,0.1,40
280,2001-05-12,within 250,10.5,40
281,2001-05-12,within 300,0.30000000000000004,40
282,2001-05-13,bigger then 400,0.30000000000000004,38
283,2001-05-13,within 150,4.2,38
284,2001-05-13,within 200,15.0,38
285,2001-05-13,within 250,0.1,38
286,2001-05-13,within 300,0.2,38
287,2001-05-13,within 400,25.0,38
288,2001-05-14,bigger then 400,1.1,31
289,2001-05-14,within 200,400.0,31
290,2001-05-14,within 250,0.8,31
291,2001-05-14,within 300,0.5,31
292,2001-05-14,within 350,0.1,31
293,2001-05-15,bigger then 400,1.0,26
294,2001-05-15,within 100,0.6,26
295,2001-05-15,within 150,1.3000000000000003,26
296,2001-05-15,within 200,1.0,26
297,2001-05-15,within 250,0.2,26
298,2001-05-15,within 300,1488.0,26
299,2001-05-15,within 400,0.2,26
300,2001-05-16,within 100,0.1,32
301,2001-05-16,within 150,0.2,32
302,2001-05-16,within 400,0.30000000000000004,32
303,2001-05-17,bigger then 400,42.7,28
304,2001-05-17,within 100,10.1,28
305,2001-05-17,within 150,0.4,28
306,2001-05-17,within 250,4.3,28
307,2001-05-17,within 300,0.3,28
308,2001-05-17,within 400,0.3,28
309,2001-05-18,bigger then 400,1.1,38
310,2001-05-18,within 100,0.1,38
311,2001-05-18,within 200,0.2,38
312,2001-05-18,within 250,0.3,38
313,2001-05-19,within 150,7.599999999999999,65
314,2001-05-19,within 200,5.2,65
315,2001-05-19,within 250,0.8,65
316,2001-05-19,within 350,0.1,65
317,2001-05-19,within 400,1.5,65
318,2001-05-20,bigger then 400,1.4,31
319,2001-05-20,within 100,0.4,31
320,2001-05-20,within 200,66.4,31
321,2001-05-20,within 250,0.1,31
322,2001-05-20,within 350,2.0,31
323,2001-05-20,within 400,0.2,31
324,2001-05-21,bigger then 400,0.7,39
325,2001-05-21,within 150,0.6,39
326,2001-05-21,within 200,1.7,39
327,2001-05-21,within 250,2.0,39
328,2001-05-21,within 300,0.2,39
329,2001-05-21,within 350,0.1,39
330,2001-05-21,within 400,0.1,39
331,2001-05-22,bigger then 400,5.1,28
332,2001-05-22,within 100,1.1,28
333,2001-05-22,within 150,7.0,28
334,2001-05-22,within 200,0.2,28
335,2001-05-22,within 250,0.1,28
336,2001-05-22,within 300,2.1,28
337,2001-05-22,within 350,0.1,28
338,2001-05-23,bigger then 400,0.1,25
339,2001-05-23,within 100,0.1,25
340,2001-05-23,within 150,2.9000000000000004,25
341,2001-05-23,within 200,0.2,25
342,2001-05-23,within 250,0.1,25
343,2001-05-23,within 350,2.0,25
344,2001-05-24,bigger then 400,0.2,24
345,2001-05-24,within 100,0.1,24
346,2001-05-24,within 150,1.2000000000000002,24
347,2001-05-24,within 200,2.5,24
348,2001-05-24,within 250,0.1,24
349,2001-05-24,within 350,0.1,24
350,2001-05-24,within 400,0.1,24
351,2001-05-25,bigger then 400,0.4,31
352,2001-05-25,within 100,3.1,31
353,2001-05-25,within 150,0.5,31
354,2001-05-25,within 200,1.0,31
355,2001-05-25,within 250,10.1,31
356,2001-05-25,within 300,390.1,31
357,2001-05-25,within 350,0.3,31
358,2001-05-26,bigger then 400,0.5,36
359,2001-05-26,within 100,11.1,36
360,2001-05-26,within 150,2.4000000000000004,36
361,2001-05-26,within 200,4.7,36
362,2001-05-26,within 250,335.1,36
363,2001-05-26,within 300,0.1,36
364,2001-05-26,within 350,2.0,36
365,2001-05-26,within 400,0.6,36
366,2001-05-26,within 50,0.1,36
367,2001-05-27,bigger then 400,2.2,38
368,2001-05-27,within 150,36.2,38
369,2001-05-27,within 200,4.0,38
370,2001-05-27,within 250,614.4,38
371,2001-05-27,within 300,7.8,38
372,2001-05-27,within 400,0.30000000000000004,38
373,2001-05-28,bigger then 400,0.2,33
374,2001-05-28,within 100,2.2,33
375,2001-05-28,within 150,1.0999999999999999,33
376,2001-05-28,within 200,1.3,33
377,2001-05-28,within 250,1.5000000000000002,33
378,2001-05-28,within 300,0.5,33
379,2001-05-28,within 350,1.1,33
380,2001-05-28,within 400,0.2,33
381,2001-05-29,within 100,0.1,42
382,2001-05-29,within 150,17.7,42
383,2001-05-29,within 200,9.5,42
384,2001-05-29,within 250,5.0,42
385,2001-05-29,within 300,0.8,42
386,2001-05-29,within 350,0.1,42
387,2001-05-29,within 400,0.2,42
388,2001-05-30,bigger then 400,0.1,52
389,2001-05-30,within 100,0.1,52
390,2001-05-30,within 150,3.8,52
391,2001-05-30,within 250,0.1,52
392,2001-05-30,within 300,0.1,52
393,2001-05-30,within 350,0.1,52
394,2001-05-30,within 400,0.6,52
395,2001-05-31,within 100,0.1,64
396,2001-05-31,within 150,154.5,64
397,2001-05-31,within 200,2.1,64
398,2001-05-31,within 250,0.2,64
399,2001-05-31,within 300,1.5,64
400,2001-05-31,within 400,0.1,64
401,2001-06-01,within 100,0.2,29
402,2001-06-01,within 150,0.30000000000000004,29
403,2001-06-01,within 200,0.7,29
404,2001-06-01,within 250,2.2,29
405,2001-06-01,within 350,0.8,29
406,2001-06-02,bigger then 400,0.1,28
407,2001-06-02,within 150,1.2000000000000002,28
408,2001-06-02,within 200,12.6,28
409,2001-06-02,within 250,0.5,28
410,2001-06-02,within 350,0.6,28
411,2001-06-03,bigger then 400,126.6,30
412,2001-06-03,within 100,0.1,30
413,2001-06-03,within 150,140.1,30
414,2001-06-03,within 200,3.2,30
415,2001-06-03,within 250,11.8,30
416,2001-06-03,within 300,0.5,30
417,2001-06-04,bigger then 400,0.2,29
418,2001-06-04,within 100,0.5,29
419,2001-06-04,within 150,0.5,29
420,2001-06-04,within 200,4402.2,29
421,2001-06-04,within 250,0.1,29
422,2001-06-04,within 350,0.1,29
423,2001-06-04,within 400,0.1,29
424,2001-06-05,within 100,3.1,27
425,2001-06-05,within 150,0.5,27
426,2001-06-05,within 200,310.1,27
427,2001-06-05,within 250,803.0,27
428,2001-06-05,within 350,0.2,27
429,2001-06-06,bigger then 400,3.0,39
430,2001-06-06,within 150,5.199999999999999,39
431,2001-06-06,within 200,0.1,39
432,2001-06-06,within 250,1.0,39
433,2001-06-06,within 400,0.1,39
434,2001-06-07,bigger then 400,1.7,38
435,2001-06-07,within 100,10.2,38
436,2001-06-07,within 150,5.1,38
437,2001-06-07,within 200,2.2,38
438,2001-06-07,within 250,0.1,38
439,2001-06-07,within 300,15.0,38
440,2001-06-08,bigger then 400,80.1,23
441,2001-06-08,within 100,0.1,23
442,2001-06-08,within 150,100.6,23
443,2001-06-08,within 200,0.2,23
444,2001-06-08,within 250,3.3,23
445,2001-06-08,within 300,1.2000000000000002,23
446,2001-06-08,within 400,0.6,23
447,2001-06-09,bigger then 400,2.3000000000000003,31
448,2001-06-09,within 100,20.1,31
449,2001-06-09,within 150,3.0000000000000004,31
450,2001-06-09,within 200,0.5,31
451,2001-06-09,within 250,1.3,31
452,2001-06-09,within 300,0.2,31
453,2001-06-09,within 400,0.2,31
454,2001-06-09,within 50,0.1,31
455,2001-06-10,bigger then 400,0.5,30
456,2001-06-10,within 100,7.0,30
457,2001-06-10,within 150,6.699999999999999,30
458,2001-06-10,within 200,0.4,30
459,2001-06-10,within 250,1.2,30
460,2001-06-10,within 300,0.1,30
461,2001-06-10,within 350,9.2,30
462,2001-06-10,within 400,0.4,30
463,2001-06-11,bigger then 400,0.6000000000000001,21
464,2001-06-11,within 150,9.1,21
465,2001-06-11,within 200,0.2,21
466,2001-06-11,within 250,5.0,21
467,2001-06-11,within 300,0.1,21
468,2001-06-11,within 400,1.2000000000000002,21
469,2001-06-12,within 100,0.2,31
470,2001-06-12,within 150,2.8000000000000003,31
471,2001-06-12,within 200,0.8999999999999999,31
472,2001-06-12,within 250,305.70000000000005,31
473,2001-06-12,within 300,1.8,31
474,2001-06-12,within 350,7.1,31
475,2001-06-12,within 400,0.2,31
476,2001-06-13,bigger then 400,572.1,42
477,2001-06-13,within 100,0.1,42
478,2001-06-13,within 150,5.499999999999999,42
479,2001-06-13,within 200,425.70000000000005,42
480,2001-06-13,within 250,0.1,42
481,2001-06-13,within 300,0.1,42
482,2001-06-13,within 350,5.0,42
483,2001-06-13,within 50,0.1,42
484,2001-06-14,bigger then 400,1.1,42
485,2001-06-14,within 100,950.1,42
486,2001-06-14,within 150,0.2,42
487,2001-06-14,within 200,5.2,42
488,2001-06-14,within 250,4.4,42
489,2001-06-14,within 300,0.2,42
490,2001-06-14,within 350,0.2,42
491,2001-06-14,within 400,0.1,42
492,2001-06-15,bigger then 400,100.6,29
493,2001-06-15,within 150,1.3,29
494,2001-06-15,within 200,0.4,29
495,2001-06-15,within 250,3.9,29
496,2001-06-15,within 300,0.1,29
497,2001-06-15,within 350,0.1,29
498,2001-06-15,within 400,0.1,29
499,2001-06-16,bigger then 400,55.5,32
500,2001-06-16,within 150,0.8,32
501,2001-06-16,within 200,1.2,32
502,2001-06-16,within 250,10.299999999999999,32
503,2001-06-16,within 300,2.3,32
504,2001-06-16,within 400,0.2,32
505,2001-06-16,within 50,0.1,32
506,2001-06-17,bigger then 400,0.1,27
507,2001-06-17,within 100,0.1,27
508,2001-06-17,within 150,3.0,27
509,2001-06-17,within 200,2.4000000000000004,27
510,2001-06-17,within 250,4.7,27
511,2001-06-17,within 300,601.2,27
512,2001-06-17,within 350,0.1,27
513,2001-06-17,within 400,0.2,27
514,2001-06-18,bigger then 400,566.0,67
515,2001-06-18,within 100,150.0,67
516,2001-06-18,within 150,18.3,67
517,2001-06-18,within 200,0.1,67
518,2001-06-18,within 250,1.0,67
519,2001-06-18,within 300,3.2,67
520,2001-06-18,within 400,0.1,67
521,2001-06-18,within 50,2.1,67
522,2001-06-19,bigger then 400,30.1,48
523,2001-06-19,within 100,80.0,48
524,2001-06-19,within 150,1.6,48
525,2001-06-19,within 200,2.0,48
526,2001-06-19,within 250,1.3,48
527,2001-06-19,within 300,1.0,48
528,2001-06-19,within 350,0.1,48
529,2001-06-19,within 400,151.0,48
530,2001-06-19,within 50,3.0,48
531,2001-06-20,bigger then 400,0.6000000000000001,71
532,2001-06-20,within 100,2.0,71
533,2001-06-20,within 150,8.2,71
534,2001-06-20,within 200,15.9,71
535,2001-06-20,within 250,0.9999999999999999,71
536,2001-06-20,within 300,580.1,71
537,2001-06-20,within 350,0.1,71
538,2001-06-20,within 400,0.1,71
539,2001-06-21,bigger then 400,0.2,40
540,2001-06-21,within 100,2.2,40
541,2001-06-21,within 150,11.100000000000001,40
542,2001-06-21,within 200,0.1,40
543,2001-06-21,within 250,108.29999999999998,40
544,2001-06-21,within 300,0.1,40
545,2001-06-21,within 350,1.6,40
546,2001-06-21,within 400,301.0,40
547,2001-06-22,bigger then 400,30.4,22
548,2001-06-22,within 100,0.1,22
549,2001-06-22,within 150,0.1,22
550,2001-06-22,within 200,0.1,22
551,2001-06-22,within 250,52.7,22
552,2001-06-22,within 300,0.2,22
553,2001-06-22,within 400,0.4,22
554,2001-06-22,within 50,1.0,22
555,2001-06-23,bigger then 400,4.1,23
556,2001-06-23,within 100,0.1,23
557,2001-06-23,within 150,2.9000000000000004,23
558,2001-06-23,within 200,1.3,23
559,2001-06-23,within 250,0.9999999999999999,23
560,2001-06-23,within 300,550.0,23
561,2001-06-23,within 350,1.6,23
562,2001-06-23,within 400,0.1,23
563,2001-06-24,bigger then 400,0.4,30
564,2001-06-24,within 100,0.4,30
565,2001-06-24,within 150,9.9,30
566,2001-06-24,within 200,0.8999999999999999,30
567,2001-06-24,within 250,11.0,30
568,2001-06-24,within 350,0.7,30
569,2001-06-24,within 400,10.1,30
570,2001-06-24,within 50,0.2,30
571,2001-06-25,bigger then 400,201.7,23
572,2001-06-25,within 100,40.2,23
573,2001-06-25,within 150,0.4,23
574,2001-06-25,within 200,1.3,23
575,2001-06-25,within 250,2.0,23
576,2001-06-25,within 300,13.1,23
577,2001-06-25,within 350,30.0,23
578,2001-06-25,within 400,2.5,23
579,2001-06-26,bigger then 400,80.1,25
580,2001-06-26,within 100,0.1,25
581,2001-06-26,within 150,18.3,25
582,2001-06-26,within 250,112.19999999999999,25
583,2001-06-26,within 350,0.1,25
584,2001-06-27,bigger then 400,37.1,17
585,2001-06-27,within 100,0.1,17
586,2001-06-27,within 150,2.1,17
587,2001-06-27,within 200,0.1,17
588,2001-06-27,within 250,0.1,17
589,2001-06-27,within 400,0.1,17
590,2001-06-28,bigger then 400,52.1,19
591,2001-06-28,within 100,0.2,19
592,2001-06-28,within 150,1.0,19
593,2001-06-28,within 200,51.0,19
594,2001-06-28,within 250,0.3,19
595,2001-06-28,within 300,0.1,19
596,2001-06-28,within 400,0.1,19
597,2001-06-29,within 150,5.500000000000001,26
598,2001-06-29,within 200,1.2000000000000002,26
599,2001-06-29,within 250,8.2,26
600,2001-06-29,within 300,0.1,26
601,2001-06-29,within 350,278.0,26
602,2001-06-30,bigger then 400,0.4,48
603,2001-06-30,within 100,2.4,48
604,2001-06-30,within 150,1.9000000000000004,48
605,2001-06-30,within 200,0.4,48
606,2001-06-30,within 250,3.5,48
607,2001-06-30,within 300,0.4,48
608,2001-06-30,within 350,2.2,48
609,2001-06-30,within 400,80.1,48
610,2001-07-01,bigger then 400,37.400000000000006,27
611,2001-07-01,within 100,700.0,27
612,2001-07-01,within 150,31.700000000000006,27
613,2001-07-01,within 200,0.6,27
614,2001-07-01,within 250,638.0,27
615,2001-07-01,within 300,0.2,27
616,2001-07-01,within 400,0.2,27
617,2001-07-02,bigger then 400,0.30000000000000004,51
618,2001-07-02,within 100,3.5,51
619,2001-07-02,within 150,7.1,51
620,2001-07-02,within 200,1.1,51
621,2001-07-02,within 250,4.7,51
622,2001-07-02,within 300,0.5,51
623,2001-07-02,within 400,49.1,51
624,2001-07-02,within 50,2.0,51
625,2001-07-03,bigger then 400,2.0,52
626,2001-07-03,within 100,550.0,52
627,2001-07-03,within 150,0.5,52
628,2001-07-03,within 200,95.19999999999996,52
629,2001-07-03,within 250,2.8000000000000003,52
630,2001-07-03,within 300,1.8000000000000003,52
631,2001-07-03,within 350,2.9000000000000004,52
632,2001-07-03,within 400,0.1,52
633,2001-07-03,within 50,0.5,52
634,2001-07-04,bigger then 400,0.7999999999999999,21
635,2001-07-04,within 150,12.0,21
636,2001-07-04,within 200,3.0000000000000004,21
637,2001-07-04,within 250,8.899999999999997,21
638,2001-07-04,within 300,0.1,21
639,2001-07-04,within 350,0.6,21
640,2001-07-04,within 400,0.5,21
641,2001-07-05,bigger then 400,0.4,25
642,2001-07-05,within 150,0.6,25
643,2001-07-05,within 200,17312.499999999993,25
644,2001-07-05,within 250,27.800000000000008,25
645,2001-07-05,within 300,4318.0,25
646,2001-07-05,within 350,23.6,25
647,2001-07-05,within 400,10.299999999999999,25
648,2001-07-06,bigger then 400,0.6,52
649,2001-07-06,within 100,0.2,52
650,2001-07-06,within 150,2.3000000000000003,52
651,2001-07-06,within 200,10.799999999999999,52
652,2001-07-06,within 250,1.2000000000000002,52
653,2001-07-06,within 300,9.1,52
654,2001-07-06,within 350,0.2,52
655,2001-07-06,within 400,0.1,52
656,2001-07-07,bigger then 400,0.4,27
657,2001-07-07,within 100,0.1,27
658,2001-07-07,within 150,9.799999999999999,27
659,2001-07-07,within 200,0.30000000000000004,27
660,2001-07-07,within 250,3.2,27
661,2001-07-07,within 300,0.30000000000000004,27
662,2001-07-07,within 350,112.2,27
663,2001-07-07,within 400,3.1,27
664,2001-07-08,bigger then 400,0.4,27
665,2001-07-08,within 100,0.2,27
666,2001-07-08,within 150,2.3000000000000003,27
667,2001-07-08,within 200,2.6,27
668,2001-07-08,within 250,23.900000000000006,27
669,2001-07-08,within 300,0.8999999999999999,27
670,2001-07-08,within 350,0.30000000000000004,27
671,2001-07-08,within 400,0.5,27
672,2001-07-09,within 150,57.300000000000004,24
673,2001-07-09,within 200,2.1000000000000005,24
674,2001-07-09,within 250,4.9,24
675,2001-07-09,within 300,10.699999999999998,24
676,2001-07-09,within 350,1.0,24
677,2001-07-09,within 400,2.2,24
678,2001-07-10,bigger then 400,350.0,24
679,2001-07-10,within 100,0.1,24
680,2001-07-10,within 150,1.2000000000000002,24
681,2001-07-10,within 200,25.400000000000027,24
682,2001-07-10,within 250,6.699999999999998,24
683,2001-07-10,within 300,59.00000000000003,24
684,2001-07-10,within 350,0.1,24
685,2001-07-10,within 50,0.1,24
686,2001-07-11,bigger then 400,0.2,22
687,2001-07-11,within 150,277.00000000000006,22
688,2001-07-11,within 200,6.899999999999999,22
689,2001-07-11,within 250,15.999999999999996,22
690,2001-07-11,within 300,12.599999999999989,22
691,2001-07-11,within 350,283.1,22
692,2001-07-12,bigger then 400,7.399999999999997,25
693,2001-07-12,within 100,1.1,25
694,2001-07-12,within 150,8.399999999999999,25
695,2001-07-12,within 200,1.4000000000000001,25
696,2001-07-12,within 250,3.1000000000000005,25
697,2001-07-12,within 300,313.80000000000007,25
698,2001-07-12,within 350,0.2,25
699,2001-07-13,bigger then 400,0.3,22
700,2001-07-13,within 150,0.4,22
701,2001-07-13,within 200,14.2,22
702,2001-07-13,within 250,16.4,22
703,2001-07-13,within 300,4.2,22
704,2001-07-13,within 350,0.1,22
705,2001-07-13,within 400,1.0,22
706,2001-07-14,bigger then 400,552.9,25
707,2001-07-14,within 100,0.1,25
