"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"03/20/2006","34","Ozone","San Francisco","06-075-0005","AQS","6","34","1",".","20","19"
"03/21/2006","30","Ozone","San Francisco","06-075-0005","AQS",".","30","7",".","12","26"
"03/22/2006","36","NO2","San Francisco","06-075-0005","AQS","8","28","10",".","33","36"
"03/23/2006","31","NO2","San Francisco","06-075-0005","AQS","7","29","17",".","28","31"
"03/24/2006","31","Ozone","San Francisco","06-075-0005","AQS","6","31","1","7","14","23"
"03/25/2006","39","Ozone","San Francisco","06-075-0005","AQS","5","39","1",".","18","16"
"03/26/2006","34","Ozone","San Francisco","06-075-0005","AQS","6","34","4",".","20","22"
"03/27/2006","35","NO2","San Francisco","06-075-0005","AQS","9","34","4",".","24","35"
"03/28/2006","36","Ozone","San Francisco","06-075-0005","AQS","7","36","1",".","22","25"
"03/29/2006","44","NO2","San Francisco","06-075-0005","AQS","8","29","10",".","22","44"
"03/30/2006","28","Ozone","San Francisco","06-075-0005","AQS","7","28","4","11","19","23"
"03/31/2006","33","NO2","San Francisco","06-075-0005","AQS","6","31","1",".","15","33"
"04/01/2006","35","Ozone","San Francisco","06-075-0005","AQS","6","35","1",".","11","25"
"04/02/2006","33","Ozone","San Francisco","06-075-0005","AQS","6","33","3",".","10","31"
"04/03/2006","39","Ozone","San Francisco","06-075-0005","AQS","6","39","6",".","12","32"
"04/04/2006","39","NO2","San Francisco","06-075-0005","AQS","7","35","7",".","20","39"
"04/05/2006","36","Ozone","San Francisco","06-075-0005","AQS","6","36","1","9","16","31"
"04/06/2006","39","NO2","San Francisco","06-075-0005","AQS","7","31","4",".","18","39"
"04/07/2006","41","NO2","San Francisco","06-075-0005","AQS","8","34","3",".","12","41"
"04/08/2006","38","Ozone","San Francisco","06-075-0005","AQS","7","38","3",".","6","32"
"04/09/2006","34","Ozone","San Francisco","06-075-0005","AQS","6","34","17",".","10","17"
"04/10/2006","43","NO2","San Francisco","06-075-0005","AQS","7","35","1",".","9","43"
"04/11/2006","31","Ozone","San Francisco","06-075-0005","AQS","6","31","0","6","10","15"
"04/12/2006","38","NO2","San Francisco","06-075-0005","AQS","9","21","13",".","15","38"
"04/13/2006","37","NO2","San Francisco","06-075-0005","AQS","9","30","21",".","25","37"
"04/14/2006","34","NO2","San Francisco","06-075-0005","AQS","7","31","9",".","25","34"
"04/15/2006","40","Ozone","San Francisco","06-075-0005","AQS","5","40","0",".","10","12"
"04/16/2006","40","Ozone","San Francisco","06-075-0005","AQS","5","40","0",".","4","8"
"04/17/2006","47","NO2","San Francisco","06-075-0005","AQS","7","31","3","10","14","47"
"04/18/2006","44","NO2","San Francisco","06-075-0005","AQS","7","30","9",".","20","44"
"04/19/2006","63","NO2","San Francisco","06-075-0005","AQS","9","26","17",".","30","63"
"04/20/2006","31","Ozone","San Francisco","06-075-0005","AQS","6","31","3",".","21","25"
"04/21/2006","31","Ozone","San Francisco","06-075-0005","AQS","6","31","9",".","28","24"
"04/22/2006","34","Ozone","San Francisco","06-075-0005","AQS","6","34","7",".","29","11"
"04/23/2006","36","PM2.5","San Francisco","06-075-0005","AQS","6","33","0","24","36","8"
"04/24/2006","32","Ozone","San Francisco","06-075-0005","AQS","6","32","1",".","22","28"
"04/25/2006","31","Ozone","San Francisco","06-075-0005","AQS","6","31","1",".","21","23"
"04/26/2006","44","PM2.5","San Francisco","06-075-0005","AQS","6","37","1",".","44","25"
"04/27/2006","59","PM2.5","San Francisco","06-075-0005","AQS","8","29","7",".","59","45"
"04/28/2006","51","PM2.5","San Francisco","06-075-0005","AQS","7","33","4",".","51","26"
"04/29/2006","34","PM2.5","San Francisco","06-075-0005","AQS","6","30","1","19","34","9"
"04/30/2006","55","PM2.5","San Francisco","06-075-0005","AQS","7","29","6",".","55","14"
"05/01/2006","67","PM2.5","San Francisco","06-075-0005","AQS","8","31","9",".","67","33"
"05/02/2006","66","PM2.5","San Francisco","06-075-0005","AQS","7","35","4",".","66","30"
"05/03/2006","59","PM2.5","San Francisco","06-075-0005","AQS","6","36","1",".","59","19"
"05/04/2006","50","PM2.5","San Francisco","06-075-0005","AQS","6","39","3",".","50","32"
"05/05/2006","46","PM2.5","San Francisco","06-075-0005","AQS","6","38","1","21","46","31"
"05/06/2006","43","PM2.5","San Francisco","06-075-0005","AQS","5","37","1",".","43","9"
"05/07/2006","46","PM2.5","San Francisco","06-075-0005","AQS","5","31","13",".","46","18"
"05/08/2006","53","PM2.5","San Francisco","06-075-0005","AQS","6","33","4",".","53","44"
"05/09/2006","65","PM2.5","San Francisco","06-075-0005","AQS","7","28","6",".","65","34"
"05/10/2006","72","PM2.5","San Francisco","06-075-0005","AQS","9","29","11",".","72","52"
"05/11/2006","57","PM2.5","San Francisco","06-075-0005","AQS","7","33","3","34","57","34"
"05/12/2006","55","PM2.5","San Francisco","06-075-0005","AQS","6","40","4",".","55","25"
"05/13/2006","55","PM2.5","San Francisco","06-075-0005","AQS","5","39","3",".","55","12"
"05/14/2006","59","PM2.5","San Francisco","06-075-0005","AQS","7","39","19",".","59","39"
"05/15/2006","54","PM2.5","San Francisco","06-075-0005","AQS","9","39","4",".","54","38"
"05/16/2006","46","PM2.5","San Francisco","06-075-0005","AQS","5","33","3",".","46","16"
"05/17/2006","43","PM2.5","San Francisco","06-075-0005","AQS",".","35",".","15","43","26"
"05/18/2006","46","PM2.5","San Francisco","06-075-0005","AQS","5","33","1",".","46","20"
"05/19/2006","43","PM2.5","San Francisco","06-075-0005","AQS","7","31","3",".","43","36"
"05/20/2006","38","PM2.5","San Francisco","06-075-0005","AQS","7","22","16",".","38","25"
"05/21/2006","31","Ozone","San Francisco","06-075-0005","AQS","5","31","3",".","22","20"
"05/22/2006","21","NO2","San Francisco","06-075-0005","AQS","5",".","3",".","18","21"
"05/23/2006","34","Ozone","San Francisco","06-075-0005","AQS","5","34","3","11","22","18"
"05/24/2006","32","Ozone","San Francisco","06-075-0005","AQS","5","32","1",".","28","10"
"05/25/2006","37","Ozone","San Francisco","06-075-0005","AQS","5","37",".",".","26","11"
"05/26/2006","35","Ozone","San Francisco","06-075-0005","AQS","5","35","1",".","12","12"
"05/27/2006","32","Ozone","San Francisco","06-075-0005","AQS","5","32","0",".","10","16"
"05/28/2006","29","Ozone","San Francisco","06-075-0005","AQS","6","29","11",".","15","25"
"05/29/2006","28","Ozone","San Francisco","06-075-0005","AQS","5","28","1","11","19","18"
"05/30/2006","22","PM2.5","San Francisco","06-075-0005","AQS","6",".","1",".","22","22"
"05/31/2006","18","Ozone","San Francisco","06-075-0005","AQS","5","18","0",".","10","13"
"06/01/2006","19","PM2.5","San Francisco","06-075-0005","AQS","6","11","1",".","19","14"
"06/02/2006","20","PM2.5","San Francisco","06-075-0005","AQS","6","14","4",".","20","20"
"06/03/2006","22","Ozone","San Francisco","06-075-0005","AQS","5","22","1",".","21","11"
"06/04/2006","30","Ozone","San Francisco","06-075-0005","AQS","5","30","1","8","15","16"
"06/05/2006","24","Ozone","San Francisco","06-075-0005","AQS","5","24","1",".","17","8"
"06/06/2006","25","Ozone","San Francisco","06-075-0005","AQS","6","25","1",".","24","10"
"06/07/2006","33","PM2.5","San Francisco","06-075-0005","AQS","6","28","1",".","33","16"
"06/08/2006","42","PM2.5","San Francisco","06-075-0005","AQS","5","28","1",".","42","10"
"06/09/2006","43","PM2.5","San Francisco","06-075-0005","AQS","6","31","0",".","43","10"
"06/10/2006","41","PM2.5","San Francisco","06-075-0005","AQS","6","31","0","20","41","7"
"06/11/2006","28","Ozone","San Francisco","06-075-0005","AQS","6","28","0",".","18","7"
"06/12/2006","28","Ozone","San Francisco","06-075-0005","AQS","6","28","1",".","20","14"
"06/13/2006","28","Ozone","San Francisco","06-075-0005","AQS","6","28","0",".","19","16"
"06/14/2006","22","Ozone","San Francisco","06-075-0005","AQS","6","22","1",".","10","17"
"06/15/2006","27","Ozone","San Francisco","06-075-0005","AQS","8","27","9",".","20","22"
"06/16/2006","43","PM2.5","San Francisco","06-075-0005","AQS","10","19","11","28","43","32"
"06/17/2006","47","PM2.5","San Francisco","06-075-0005","AQS","7","30","1",".","47","14"
"06/18/2006","54","PM2.5","San Francisco","06-075-0005","AQS","6","30","0",".","54","4"
"06/19/2006","56","PM2.5","San Francisco","06-075-0005","AQS","7","27","1",".","56","18"
"06/20/2006","65","PM2.5","San Francisco","06-075-0005","AQS","8","26","7",".","65","25"
"06/21/2006","65","PM2.5","San Francisco","06-075-0005","AQS","10","27","11",".","65","39"
"06/22/2006","67","PM2.5","San Francisco","06-075-0005","AQS","14","35","13","43","67","47"
"06/23/2006","42","Ozone","San Francisco","06-075-0005","AQS","7","42","1",".","29","19"
"06/24/2006","38","Ozone","San Francisco","06-075-0005","AQS","6","38","0",".","26","11"
"06/25/2006","29","Ozone","San Francisco","06-075-0005","AQS","5","29","0",".","20","7"
"06/26/2006","28","NO2","San Francisco","06-075-0005","AQS","6","26","1",".","23","28"
"06/27/2006","25","Ozone","San Francisco","06-075-0005","AQS","6","25","1",".","20","22"
"06/28/2006","26","PM2.5","San Francisco","06-075-0005","AQS","6","26","1","13","26","19"
"06/29/2006","26","Ozone","San Francisco","06-075-0005","AQS","5","26","3",".","23","19"
"06/30/2006","27","Ozone","San Francisco","06-075-0005","AQS","5","27","1",".","16","21"
"07/01/2006","28","PM2.5","San Francisco","06-075-0005","AQS","5","28","1",".","28","8"
"07/02/2006","31","PM2.5","San Francisco","06-075-0005","AQS","3","29","1",".","31","5"
"07/03/2006","33","PM2.5","San Francisco","06-075-0005","AQS","5","25","0",".","33","15"
"07/04/2006","36","PM2.5","San Francisco","06-075-0005","AQS","5","29","1","19","36","9"
"07/05/2006","30","PM2.5","San Francisco","06-075-0005","AQS","5",".","1",".","30","13"
"07/06/2006","28","PM2.5","San Francisco","06-075-0005","AQS","5","19","1",".","28","9"
"07/07/2006","40","PM2.5","San Francisco","06-075-0005","AQS","7","20","7",".","40","22"
"07/08/2006","46","PM2.5","San Francisco","06-075-0005","AQS","7","23","3",".","46","24"
"07/09/2006","38","PM2.5","San Francisco","06-075-0005","AQS","6","20","1",".","38","8"
"07/10/2006","19","Ozone","San Francisco","06-075-0005","AQS","5","19","1","9","16","8"
"07/11/2006","24","Ozone","San Francisco","06-075-0005","AQS","6","24","1",".","18","14"
"07/12/2006","17","Ozone","San Francisco","06-075-0005","AQS","5","17","1",".","15","11"
"07/13/2006","23","NO2","San Francisco","06-075-0005","AQS","7","15","7",".","15","23"
"07/14/2006","22","PM2.5","San Francisco","06-075-0005","AQS","3","19","3",".","22","14"
"07/15/2006","23","PM2.5","San Francisco","06-075-0005","AQS","5","17","1",".","23","9"
"07/16/2006","39","PM2.5","San Francisco","06-075-0005","AQS","6","19","3","19","39","19"
"07/17/2006","62","PM2.5","San Francisco","06-075-0005","AQS","8","27","26",".","62","30"
"07/18/2006","63","PM2.5","San Francisco","06-075-0005","AQS","6","28","3",".","63","23"
"07/19/2006","60","PM2.5","San Francisco","06-075-0005","AQS","8","27","6",".","60","35"
"07/20/2006","58","PM2.5","San Francisco","06-075-0005","AQS","8","22","6",".","58","35"
"07/21/2006","54","PM2.5","San Francisco","06-075-0005","AQS","8","19","11",".","54","35"
"07/22/2006","49","PM2.5","San Francisco","06-075-0005","AQS","7","24","7","21","49","24"
"07/23/2006","30","PM2.5","San Francisco","06-075-0005","AQS","6","19","1",".","30","16"
"07/24/2006","38","PM2.5","San Francisco","06-075-0005","AQS","7","16","3",".","38","20"
"07/25/2006","59","PM2.5","San Francisco","06-075-0005","AQS","7","19","4",".","59","25"
"07/26/2006","40","PM2.5","San Francisco","06-075-0005","AQS","5","21","0",".","40","15"
"07/27/2006","20","Ozone","San Francisco","06-075-0005","AQS","5","20","1",".","17","15"
"07/28/2006","23","PM2.5","San Francisco","06-075-0005","AQS","5","22","0","6","23","20"
"07/29/2006","23","Ozone","San Francisco","06-075-0005","AQS","3","23","1",".","10","8"
"07/30/2006","21","Ozone","San Francisco","06-075-0005","AQS","3","21","1",".","17","10"
"07/31/2006","21","PM2.5","San Francisco","06-075-0005","AQS","3","19","1",".","21","17"
"08/01/2006","38","PM2.5","San Francisco","06-075-0005","AQS","5","19","1",".","38","16"
"08/02/2006","33","PM2.5","San Francisco","06-075-0005","AQS",".","20",".",".","33","."
"08/03/2006","50","PM2.5","San Francisco","06-075-0005","AQS","5","25","7","26","50","25"
"08/04/2006","30","Ozone","San Francisco","06-075-0005","AQS","5","30","0",".","18","23"
"08/05/2006","36","Ozone","San Francisco","06-075-0005","AQS","3","36","3",".","20","12"
"08/06/2006","34","Ozone","San Francisco","06-075-0005","AQS","3","34","6",".","27","11"
"08/07/2006","31","Ozone","San Francisco","06-075-0005","AQS","5","31","1",".","23","17"
"08/08/2006","24","Ozone","San Francisco","06-075-0005","AQS","6","24","3",".","20","19"
"08/09/2006","52","PM2.5","San Francisco","06-075-0005","AQS","8","28","31","27","52","44"
"08/10/2006","39","PM2.5","San Francisco","06-075-0005","AQS","6","23","1",".","39","9"
"08/11/2006","43","PM2.5","San Francisco","06-075-0005","AQS","5","23","1",".","43","9"
"08/12/2006","44","PM2.5","San Francisco","06-075-0005","AQS","5","29","3",".","44","9"
"08/13/2006","33","PM2.5","San Francisco","06-075-0005","AQS","5","28","0",".","33","6"
"08/14/2006","31","Ozone","San Francisco","06-075-0005","AQS","5","31","1",".","27","15"
"08/15/2006","29","PM2.5","San Francisco","06-075-0005","AQS","5","29","1","11","29","13"
"08/16/2006","32","PM2.5","San Francisco","06-075-0005","AQS","6","26","1",".","32","9"
"08/17/2006","40","PM2.5","San Francisco","06-075-0005","AQS","6","26","3",".","40","19"
"08/18/2006","41","PM2.5","San Francisco","06-075-0005","AQS","5","29","1",".","41","12"
"08/19/2006","33","Ozone","San Francisco","06-075-0005","AQS","5","33","1",".","28","8"
"08/20/2006","31","Ozone","San Francisco","06-075-0005","AQS","3","31","0",".","14","6"
"08/21/2006","34","PM2.5","San Francisco","06-075-0005","AQS","5","29","1","15","34","24"
"08/22/2006","44","PM2.5","San Francisco","06-075-0005","AQS","6","27","1",".","44","13"
"08/23/2006","42","PM2.5","San Francisco","06-075-0005","AQS","6","25","1",".","42","10"
"08/24/2006","28","PM2.5","San Francisco","06-075-0005","AQS","5","23","1",".","28","10"
"08/25/2006","21","Ozone","San Francisco","06-075-0005","AQS","5","21","0",".","17","11"
"08/26/2006","29","Ozone","San Francisco","06-075-0005","AQS","6","29","0",".","18","9"
"08/27/2006","33","PM2.5","San Francisco","06-075-0005","AQS","5","29","1","9","33","8"
"08/28/2006","26","Ozone","San Francisco","06-075-0005","AQS","6","26","1",".","25","12"
"08/29/2006","25","PM2.5","San Francisco","06-075-0005","AQS","5","22","3",".","25","10"
"08/30/2006","40","PM2.5","San Francisco","06-075-0005","AQS","6","20","4",".","40","19"
"08/31/2006","58","PM2.5","San Francisco","06-075-0005","AQS","9","25","4",".","58","28"
"09/01/2006","36","PM2.5","San Francisco","06-075-0005","AQS","6","33","1",".","36","27"
"09/02/2006","40","PM2.5","San Francisco","06-075-0005","AQS","3","40","1","13","40","6"
"09/03/2006","41","Ozone","San Francisco","06-075-0005","AQS","3","41","1",".","32","7"
"09/04/2006","35","Ozone","San Francisco","06-075-0005","AQS","3","35","1",".","34","9"
"09/05/2006","33","PM2.5","San Francisco","06-075-0005","AQS","6","20","1",".","33","20"
"09/06/2006","25","PM2.5","San Francisco","06-075-0005","AQS","6","19","1",".","25","16"
"09/07/2006","45","PM2.5","San Francisco","06-075-0005","AQS","6","26","1",".","45","25"
"09/08/2006","25","PM2.5","San Francisco","06-075-0005","AQS","5","22","1","14","25","14"
"09/09/2006","24","Ozone","San Francisco","06-075-0005","AQS","5","24","0",".","13","8"
"09/10/2006","27","Ozone","San Francisco","06-075-0005","AQS","5","27","1",".","25","14"
"09/11/2006","39","NO2","San Francisco","06-075-0005","AQS","8","20","11",".","38","39"
"09/12/2006","50","NO2","San Francisco","06-075-0005","AQS","10","22","14",".","41","50"
"09/13/2006","33","PM2.5","San Francisco","06-075-0005","AQS","5","25","1",".","33","30"
"09/14/2006","51","PM2.5","San Francisco","06-075-0005","AQS","3","22","1","37","51","11"
"09/15/2006","29","PM2.5","San Francisco","06-075-0005","AQS","3","25","1",".","29","18"
"09/16/2006","36","NO2","San Francisco","06-075-0005","AQS","6","24","6",".","19","36"
"09/17/2006","35","PM2.5","San Francisco","06-075-0005","AQS","8","25","11",".","35","27"
"09/18/2006","30","PM2.5","San Francisco","06-075-0005","AQS","6","26","4",".","30","28"
"09/19/2006","39","PM2.5","San Francisco","06-075-0005","AQS","5","24","3",".","39","22"
"09/20/2006","52","PM2.5","San Francisco","06-075-0005","AQS","9","24","11","31","52","41"
"09/21/2006","45","PM2.5","San Francisco","06-075-0005","AQS","9","19","4",".","45","42"
"09/22/2006","42","PM2.5","San Francisco","06-075-0005","AQS","8","31","3",".","42","34"
"09/23/2006","57","PM2.5","San Francisco","06-075-0005","AQS","10","32","9",".","57","34"
"09/24/2006","57","PM2.5","San Francisco","06-075-0005","AQS","10","39","6",".","57","37"
"09/25/2006","74","NO2","San Francisco","06-075-0005","AQS","8","29","9",".","47","74"
"09/26/2006","52","PM2.5","San Francisco","06-075-0005","AQS","6","43","1","16","52","33"
"09/27/2006","55","PM2.5","San Francisco","06-075-0005","AQS","5","40","1",".","55","18"
"09/28/2006","66","PM2.5","San Francisco","06-075-0005","AQS","6","35","1",".","66","21"
"09/29/2006","54","PM2.5","San Francisco","06-075-0005","AQS","6","34","1",".","54","22"
"09/30/2006","33","Ozone","San Francisco","06-075-0005","AQS","5","33","1",".","30","17"
"10/01/2006","33","Ozone","San Francisco","06-075-0005","AQS","5","33","4",".","32","21"
"10/02/2006","35","NO2","San Francisco","06-075-0005","AQS","5","26","4","10","26","35"
"10/03/2006","54","NO2","San Francisco","06-075-0005","AQS","9","29","6",".","28","54"
"10/04/2006","28","PM2.5","San Francisco","06-075-0005","AQS","6","24","1",".","28","21"
"10/05/2006","29","NO2","San Francisco","06-075-0005","AQS","6","23","7",".","23","29"
"10/06/2006","37","PM2.5","San Francisco","06-075-0005","AQS","7","30","1",".","37","25"
"10/07/2006","42","PM2.5","San Francisco","06-075-0005","AQS","6","25","9",".","42","29"
"10/08/2006","44","PM2.5","San Francisco","06-075-0005","AQS","7","25","16","19","44","25"
"10/09/2006","53","PM2.5","San Francisco","06-075-0005","AQS","13","31","24",".","53","45"
"10/10/2006","46","PM2.5","San Francisco","06-075-0005","AQS","8","30","3",".","46","42"
"10/11/2006","58","NO2","San Francisco","06-075-0005","AQS","10","23","9",".","45","58"
"10/12/2006","61","NO2","San Francisco","06-075-0005","AQS","8","32","3",".","54","61"
"10/13/2006","40","PM2.5","San Francisco","06-075-0005","AQS","5","35","1",".","40","25"
"10/14/2006","40","PM2.5","San Francisco","06-075-0005","AQS","5","37","3","14","40","14"
"10/15/2006","31","Ozone","San Francisco","06-075-0005","AQS","5","31","1",".","19","8"
"10/16/2006","28","NO2","San Francisco","06-075-0005","AQS","6","26","1",".","20","28"
"10/17/2006","35","NO2","San Francisco","06-075-0005","AQS","11","21","7",".","27","35"
"10/18/2006","50","NO2","San Francisco","06-075-0005","AQS","13","18","10",".","35","50"
"10/19/2006","46","PM2.5","San Francisco","06-075-0005","AQS",".","15",".",".","46","."
"10/20/2006","50","PM2.5","San Francisco","06-075-0005","AQS","10","28","16","27","50","42"
"10/21/2006","51","PM2.5","San Francisco","06-075-0005","AQS","14","38","9",".","51","39"
"10/22/2006","62","PM2.5","San Francisco","06-075-0005","AQS","8","34","10",".","62","31"
"10/23/2006","68","PM2.5","San Francisco","06-075-0005","AQS","10","22","11",".","68","40"
"10/24/2006","53","PM2.5","San Francisco","06-075-0005","AQS","8","24","1",".","53","29"
"10/25/2006","43","NO2","San Francisco","06-075-0005","AQS","9","26","7",".","29","43"
"10/26/2006","58","NO2","San Francisco","06-075-0005","AQS","14","23","13","52","56","58"
"10/27/2006","102","NO2","San Francisco","06-075-0005","AQS","18","26","10",".","59","102"
"10/28/2006","56","PM2.5","San Francisco","06-075-0005","AQS","19","36","10",".","56","54"
"10/29/2006","45","PM2.5","San Francisco","06-075-0005","AQS","7","38","1",".","45","11"
"10/30/2006","37","PM2.5","San Francisco","06-075-0005","AQS","6","31","1",".","37","34"
"10/31/2006","35","NO2","San Francisco","06-075-0005","AQS","7","31","1",".","31","35"
"11/01/2006","52","PM2.5","San Francisco","06-075-0005","AQS","9","16","6","30","52","44"
