"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"02/15/2010","59","PM2.5","San Francisco","06-075-0005","AQS","10","30","11",".","59","31"
"02/16/2010","62","PM2.5","Oakland West","06-001-0011","AQS","9","25","7",".","62","33"
"02/17/2010","62","PM2.5","Livermore","06-001-0007","AQS","11","30","16",".","62","41"
"02/18/2010","85","PM2.5","Livermore","06-001-0007","AQS","11","32","7",".","85","33"
"02/19/2010","45","PM2.5","San Francisco","06-075-0005","AQS","10","30","3","18","45","38"
"02/20/2010","34","Ozone","Bethel Island","06-013-1002","AQS","11","34","3",".","33","34"
"02/21/2010","32","Ozone","Livermore","06-001-0007","AQS","5","32","3",".","28","25"
"02/22/2010","45","PM2.5","Oakland West","06-001-0011","AQS","7","33","6",".","45","32"
"02/23/2010","41","PM2.5","San Francisco","06-075-0005","AQS","10","37","3",".","41","33"
"02/24/2010","34","Ozone","Bethel Island","06-013-1002","AQS","6","34","6",".","28","32"
"02/25/2010","47","PM2.5","San Francisco","06-075-0005","AQS","8","29","7","19","47","35"
"02/26/2010","35","NO2","San Francisco","06-075-0005","AQS","8","33","10",".","33","35"
"02/27/2010","34","PM2.5","San Francisco","06-075-0005","AQS","7","32","4",".","34","31"
"02/28/2010","53","PM2.5","San Francisco","06-075-0005","AQS","8","32","6",".","53","29"
"03/01/2010","46","PM2.5","Fremont - Chapel Way","06-001-1001","AQS",".","35","6",".","46","25"
"03/02/2010","38","Ozone","Livermore","06-001-0007","AQS","6","38","6",".","28","30"
"03/03/2010","40","Ozone","Livermore","06-001-0007","AQS","6","40","7","9","25","26"
"03/04/2010","47","NO2","San Francisco","06-075-0005","AQS","7","36","4",".","33","47"
"03/05/2010","35","PM2.5","San Francisco","06-075-0005","AQS","8","34","4",".","35","34"
"03/06/2010","43","PM2.5","San Francisco","06-075-0005","AQS","8","30","23",".","43","34"
"03/07/2010","48","PM2.5","San Francisco","06-075-0005","AQS","9","38","3",".","48","27"
"03/08/2010","40","Ozone","Livermore","06-001-0007","AQS","5","40","3",".","31","21"
"03/09/2010","38","Ozone","San Francisco","06-075-0005","AQS","8","38","3","15","28","32"
"03/10/2010","39","Ozone","Bethel Island","06-013-1002","AQS","5","39","9",".","35","33"
"03/11/2010","46","PM2.5","San Francisco","06-075-0005","AQS","8","35","11",".","46","35"
"03/12/2010","44","PM2.5","San Francisco","06-075-0005","AQS","7","34","6",".","44","35"
"03/13/2010","38","Ozone","Bethel Island","06-013-1002","AQS","7","38","3",".","28","27"
"03/14/2010","38","Ozone","Bethel Island","06-013-1002","AQS","8","38","10",".","30","31"
"03/15/2010","52","NO2","San Francisco","06-075-0005","AQS","15","38","11","22","48","52"
"03/16/2010","68","PM2.5","San Francisco","06-075-0005","AQS","14","45","11",".","68","47"
"03/17/2010","64","PM2.5","San Francisco","06-075-0005","AQS","13","45","11",".","64","40"
"03/18/2010","62","PM2.5","San Francisco","06-075-0005","AQS","10","41","7",".","62","42"
"03/19/2010","56","NO2","Oakland West","06-001-0011","AQS","11","43","6",".","43","56"
"03/20/2010","57","PM2.5","San Francisco","06-075-0005","AQS","9","39","10",".","57","42"
"03/21/2010","51","PM2.5","San Francisco","06-075-0005","AQS","7","34","7","16","51","25"
"03/22/2010","44","Ozone","Bethel Island","06-013-1002","AQS","10","44","7",".","43","37"
"03/23/2010","53","PM2.5","San Francisco","06-075-0005","AQS","11","44","14",".","53","40"
"03/24/2010","50","PM2.5","San Francisco","06-075-0005","AQS","8","39","4",".","50","30"
"03/25/2010","40","Ozone","Bethel Island","06-013-1002","AQS","8","40","4",".","34","32"
"03/26/2010","43","Ozone","Bethel Island","06-013-1002","AQS","9","43","6",".","34","35"
"03/27/2010","48","PM2.5","Oakland West","06-001-0011","AQS","8","42","6","19","48","32"
"03/28/2010","54","PM2.5","San Francisco","06-075-0005","AQS","7","47","6",".","54","35"
"03/29/2010","38","PM2.5","Oakland West","06-001-0011","AQS","6","36","9",".","38","34"
"03/30/2010","47","Ozone","Bethel Island","06-013-1002","AQS","6","47","3",".","42","24"
"03/31/2010","43","Ozone","Bethel Island","06-013-1002","AQS","6","43","3",".","25","37"
"04/01/2010","42","Ozone","Bethel Island","06-013-1002","AQS","6","42","3",".","30","33"
"04/02/2010","40","PM2.5","San Francisco","06-075-0005","AQS","6","36","3","16","40","33"
"04/03/2010","46","PM2.5","San Rafael","06-041-0001","AQS","6","40","4",".","46","41"
"04/04/2010","40","Ozone","Livermore","06-001-0007","AQS","6","40","3",".","34","23"
"04/05/2010","46","Ozone","Bethel Island","06-013-1002","AQS","6","46","3",".","35","45"
"04/06/2010","45","NO2","San Francisco","06-075-0005","AQS","7","43","7",".","41","45"
"04/07/2010","48","PM2.5","San Francisco","06-075-0005","AQS","9","40","13",".","48","36"
"04/08/2010","59","PM2.5","San Francisco","06-075-0005","AQS","6","40","3","28","59","32"
"04/09/2010","58","PM2.5","San Francisco","06-075-0005","AQS","7","41","6",".","58","35"
"04/10/2010","56","PM2.5","San Francisco","06-075-0005","AQS","7","45","3",".","56","25"
"04/11/2010","47","Ozone","San Francisco","06-075-0005","AQS","3","47","3",".","41","14"
"04/12/2010","44","Ozone","Redwood City","06-081-1001","AQS","5","44","1",".","33","23"
"04/13/2010","53","PM2.5","San Francisco","06-075-0005","AQS","6","42","6",".","53","33"
"04/14/2010","48","PM2.5","San Francisco","06-075-0005","AQS","6","43","10","16","48","35"
"04/15/2010","44","Ozone","Bethel Island","06-013-1002","AQS","7","44","7",".","42","34"
"04/16/2010","42","Ozone","Bethel Island","06-013-1002","AQS","6","42","13",".","36","38"
"04/17/2010","43","Ozone","Bethel Island","06-013-1002","AQS","5","43","11",".","36","28"
"04/18/2010","50","Ozone","Bethel Island","06-013-1002","AQS","6","50","10",".","45","28"
"04/19/2010","47","PM2.5","San Francisco","06-075-0005","AQS","6","42","10",".","47","27"
"04/20/2010","44","Ozone","Bethel Island","06-013-1002","AQS","5","44","6","12","29","32"
"04/21/2010","44","PM2.5","San Francisco","06-075-0005","AQS","5","35","4",".","44","25"
"04/22/2010","59","PM2.5","San Francisco","06-075-0005","AQS","7","36","7",".","59","35"
"04/23/2010","76","PM2.5","San Francisco","06-075-0005","AQS","8","44","7",".","76","34"
"04/24/2010","60","PM2.5","San Francisco","06-075-0005","AQS","5","42","4",".","60","24"
"04/25/2010","61","PM2.5","San Francisco","06-075-0005","AQS","6","54","7",".","61","26"
"04/26/2010","53","PM2.5","San Francisco","06-075-0005","AQS","7","46","6","22","53","31"
"04/27/2010","39","Ozone","Bethel Island","06-013-1002","AQS","5","39","9",".","35","15"
"04/28/2010","43","Ozone","Bethel Island","06-013-1002","AQS","5","43","6",".","34","34"
"04/29/2010","41","Ozone","Bethel Island","06-013-1002","AQS","5","41","3",".","30","29"
"04/30/2010","45","PM2.5","San Francisco","06-075-0005","AQS","6","40","3",".","45","33"
"05/01/2010","55","PM2.5","San Francisco","06-075-0005","AQS","6","40","6",".","55","25"
"05/02/2010","64","Ozone","Bethel Island","06-013-1002","AQS","6","64","3","25","56","37"
"05/03/2010","58","PM2.5","San Francisco","06-075-0005","AQS","7","38","4",".","58","33"
"05/04/2010","55","PM2.5","San Francisco","06-075-0005","AQS","5","45","7",".","55","28"
"05/05/2010","61","Ozone","Bethel Island","06-013-1002","AQS","5","61","7",".","53","29"
"05/06/2010","48","Ozone","Bethel Island","06-013-1002","AQS","6","48","4",".","38","31"
"05/07/2010","52","PM2.5","San Francisco","06-075-0005","AQS","6","38","4",".","52","30"
"05/08/2010","42","PM2.5","San Francisco","06-075-0005","AQS","5","41","6","16","42","12"
"05/09/2010","41","Ozone","Bethel Island","06-013-1002","AQS","3","41","11",".","29","8"
"05/10/2010","40","Ozone","Redwood City","06-081-1001","AQS","5","40","7",".","31","18"
"05/11/2010","40","Ozone","Bethel Island","06-013-1002","AQS","5","40","6",".","35","31"
"05/12/2010","60","PM2.5","San Francisco","06-075-0005","AQS","7","38","4",".","60","25"
"05/13/2010","60","PM2.5","San Francisco","06-075-0005","AQS","6","42","6",".","60","19"
"05/14/2010","52","PM2.5","San Francisco","06-075-0005","AQS","5","37","3","20","52","17"
"05/15/2010","44","Ozone","Bethel Island","06-013-1002","AQS","5","44","6",".","42","13"
"05/16/2010","41","Ozone","Bethel Island","06-013-1002","AQS","3","41","10",".","39","8"
"05/17/2010","33","Ozone","Bethel Island","06-013-1002","AQS","5","33","9",".","31","23"
"05/18/2010","37","Ozone","Bethel Island","06-013-1002","AQS","6","37","16",".","27","20"
"05/19/2010","40","Ozone","Livermore","06-001-0007","AQS","7","40","6",".","38","38"
"05/20/2010","45","Ozone","Bethel Island","06-013-1002","AQS","5","45","4","18","42","22"
"05/21/2010","38","Ozone","Bethel Island","06-013-1002","AQS","5","38","4",".","34","22"
"05/22/2010","39","Ozone","Bethel Island","06-013-1002","AQS","3","39","3",".","28","20"
"05/23/2010","38","Ozone","Bethel Island","06-013-1002","AQS","3","38","6",".","34","16"
"05/24/2010","41","Ozone","Bethel Island","06-013-1002","AQS","5","41","9",".","25","18"
"05/25/2010","32","Ozone","San Francisco","06-075-0005","AQS","6","32","10","10","24","25"
"05/26/2010","44","Ozone","Bethel Island","06-013-1002","AQS","6","44","10","14","33","24"
"05/27/2010","38","Ozone","Livermore","06-001-0007","AQS","6","38","6",".","30","24"
"05/28/2010","44","Ozone","Bethel Island","06-013-1002","AQS","7","44","10",".","30","26"
"05/29/2010","45","Ozone","Bethel Island","06-013-1002","AQS","6","45","9",".","41","26"
"05/30/2010","57","PM2.5","San Francisco","06-075-0005","AQS","6","49","6",".","57","23"
"05/31/2010","34","PM2.5","San Francisco","06-075-0005","AQS","5","25","10",".","34","13"
"06/01/2010","39","PM2.5","Berkeley","06-001-2004","AQS","6","37","7","19","39","17"
"06/02/2010","32","Ozone","Bethel Island","06-013-1002","AQS","6","32","6",".","23","16"
"06/03/2010","34","Ozone","Bethel Island","06-013-1002","AQS","5","34","19",".","25","19"
"06/04/2010","26","PM2.5","San Francisco","06-075-0005","AQS","5","24","4",".","26","16"
"06/05/2010","36","Ozone","Bethel Island","06-013-1002","AQS","3","36","7",".","29","20"
"06/06/2010","29","Ozone","Bethel Island","06-013-1002","AQS","3","29","9",".","25","20"
"06/07/2010","41","PM2.5","San Francisco","06-075-0005","AQS","5","39","13","18","41","14"
"06/08/2010","46","PM2.5","San Francisco","06-075-0005","AQS","3","42","4",".","46","13"
"06/09/2010","37","PM2.5","Berkeley","06-001-2004","AQS","5","34","7",".","37","25"
"06/10/2010","49","PM2.5","San Francisco","06-075-0005","AQS","3","37","4",".","49","19"
"06/11/2010","57","PM2.5","San Francisco","06-075-0005","AQS","5","37","4",".","57","28"
"06/12/2010","45","PM2.5","San Francisco","06-075-0005","AQS","6","43","9",".","45","29"
"06/13/2010","71","Ozone","Livermore","06-001-0007","AQS","6","71","27","31","68","25"
"06/14/2010","73","PM2.5","San Francisco","06-075-0005","AQS","5","43","6",".","73","18"
"06/15/2010","70","PM2.5","San Francisco","06-075-0005","AQS","5","39","7",".","70","17"
"06/16/2010","64","PM2.5","San Francisco","06-075-0005","AQS","5","45","14",".","64","26"
"06/17/2010","60","PM2.5","San Francisco","06-075-0005","AQS","5","51","13",".","60","24"
"06/18/2010","56","PM2.5","San Francisco","06-075-0005","AQS","5","36","20",".","56","17"
"06/19/2010","45","PM2.5","San Francisco","06-075-0005","AQS","3","38","4","17","45","10"
"06/20/2010","53","PM2.5","San Francisco","06-075-0005","AQS","5","44","16",".","53","27"
"06/21/2010","60","PM2.5","San Francisco","06-075-0005","AQS","6","47","6",".","60","25"
"06/22/2010","52","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","5","48","9",".","52","25"
"06/23/2010","39","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","3","39","4",".","39","18"
"06/24/2010","38","PM2.5","San Rafael","06-041-0001","AQS","5","31","10",".","38","20"
"06/25/2010","36","Ozone","Bethel Island","06-013-1002","AQS","3","36","3","10","29","20"
"06/26/2010","52","PM2.5","San Francisco","06-075-0005","AQS","3","40","4",".","52","13"
"06/27/2010","74","Ozone","Livermore","06-001-0007","AQS","5","74","9",".","62","25"
"06/28/2010","74","Ozone","Livermore","06-001-0007","AQS","6","74","7",".","62","24"
"06/29/2010","60","PM2.5","San Francisco","06-075-0005","AQS","5","40","4",".","60","19"
"06/30/2010","60","PM2.5","San Francisco","06-075-0005","AQS","5","39","3",".","60","15"
"07/01/2010","56","PM2.5","San Francisco","06-075-0005","AQS","3","43","6","26","56","18"
"07/02/2010","55","PM2.5","San Francisco","06-075-0005","AQS","5","49","4",".","55","22"
"07/03/2010","68","PM2.5","San Francisco","06-075-0005","AQS","6","44","6",".","68","22"
"07/04/2010","76","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","5","46","9",".","76","25"
"07/05/2010","74","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","5","46","10",".","74","14"
"07/06/2010","43","PM2.5","Livermore","06-001-0007","AQS","5","36","36",".","43","23"
"07/07/2010","53","PM2.5","Berkeley","06-001-2004","AQS","3","39","27","28","53","23"
"07/08/2010","40","PM2.5","San Francisco","06-075-0005","AQS","5","36","7",".","40","18"
"07/09/2010","35","PM2.5","San Francisco","06-075-0005","AQS","3","34","4",".","35","16"
"07/10/2010","51","Ozone","Livermore","06-001-0007","AQS","5","51","9",".","50","15"
"07/11/2010","49","Ozone","Livermore","06-001-0007","AQS","3","49","10",".","45","12"
"07/12/2010","44","PM2.5","Livermore","06-001-0007","AQS","5","35","19",".","44","20"
"07/13/2010","50","PM2.5","Berkeley","06-001-2004","AQS","5","39","17","25","50","20"
"07/14/2010","48","Ozone","Bethel Island","06-013-1002","AQS","5","48","13",".","43","25"
"07/15/2010","54","Ozone","Livermore","06-001-0007","AQS","5","54","9",".","38","27"
"07/16/2010","52","PM2.5","San Francisco","06-075-0005","AQS","3","46","6",".","52","22"
"07/17/2010","59","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","5","46","9",".","59","14"
"07/18/2010","62","PM2.5","San Francisco","06-075-0005","AQS","5","41","6",".","62","16"
"07/19/2010","59","PM2.5","Oakland West","06-001-0011","AQS","5","48","4","38","59","16"
"07/20/2010","56","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","5","39","13",".","56","12"
"07/21/2010","44","PM2.5","Berkeley","06-001-2004","AQS","3","33","6",".","44","12"
"07/22/2010","52","PM2.5","Berkeley","06-001-2004","AQS","5","48","6",".","52","25"
"07/23/2010","51","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","5","44","6",".","51","19"
"07/24/2010","48","PM2.5","Livermore","06-001-0007","AQS","5","46","7",".","48","14"
"07/25/2010","36","Ozone","Livermore","06-001-0007","AQS","3","36","10","10","33","10"
"07/26/2010","51","PM2.5","Berkeley","06-001-2004","AQS","3","38","11",".","51","15"
"07/27/2010","38","PM2.5","Berkeley","06-001-2004","AQS","3","36","20",".","38","17"
"07/28/2010","37","Ozone","Bethel Island","06-013-1002","AQS","3","37","29",".","32","14"
"07/29/2010","40","Ozone","Bethel Island","06-013-1002","AQS","3","40","6",".","28","16"
"07/30/2010","38","PM2.5","Livermore","06-001-0007","AQS","5","34","4",".","38","15"
"07/31/2010","40","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","5","38","6","19","40","13"
"08/01/2010","44","Ozone","Livermore","06-001-0007","AQS","5","44","10",".","42","19"
"08/02/2010","40","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","5","32","6",".","40","17"
"08/03/2010","45","Ozone","Bethel Island","06-013-1002","AQS","3","45","16",".","38","23"
"08/04/2010","34","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","3","31","4",".","34","13"
"08/05/2010","32","Ozone","Bethel Island","06-013-1002","AQS","3","32","4",".","17","11"
"08/06/2010","37","Ozone","Bethel Island","06-013-1002","AQS","3","37","4","18","33","16"
"08/07/2010","35","Ozone","Livermore","06-001-0007","AQS","3","35","4",".","33","10"
"08/08/2010","27","Ozone","Bethel Island","06-013-1002","AQS","3","27","3",".","11","8"
"08/09/2010","28","Ozone","Bethel Island","06-013-1002","AQS","5","28","7",".","27","13"
"08/10/2010","31","PM2.5","Berkeley","06-001-2004","AQS","5","26","3",".","31","14"
"08/11/2010","28","PM2.5","San Rafael","06-041-0001","AQS","3","20","6",".","28","14"
"08/12/2010","42","Ozone","Bethel Island","06-013-1002","AQS","5","42","9","14","24","22"
"08/13/2010","35","Ozone","Bethel Island","06-013-1002","AQS","5","35","23",".","30","21"
"08/14/2010","32","Ozone","Bethel Island","06-013-1002","AQS","3","32","6",".","20","12"
"08/15/2010","33","Ozone","Bethel Island","06-013-1002","AQS","3","33","3",".","29","21"
"08/16/2010","40","Ozone","Bethel Island","06-013-1002","AQS","3","40","7",".","23","19"
"08/17/2010","36","PM2.5","San Rafael","06-041-0001","AQS","3","35","7",".","36","14"
"08/18/2010","41","Ozone","Bethel Island","06-013-1002","AQS","3","41","3","15","30","18"
"08/19/2010","67","Ozone","Bethel Island","06-013-1002","AQS","5","67","6",".","36","23"
"08/20/2010","41","PM2.5","Livermore","06-001-0007","AQS","3","35","4",".","41","20"
"08/21/2010","38","PM2.5","San Rafael","06-041-0001","AQS","3","33","9",".","38","8"
"08/22/2010","45","PM2.5","San Rafael","06-041-0001","AQS","5","45","7",".","45","29"
"08/23/2010","67","Ozone","Redwood City","06-081-1001","AQS","8","67","6",".","59","39"
"08/24/2010","143","Ozone","Bethel Island","06-013-1002","AQS","9","143","19","40","58","55"
"08/25/2010","179","Ozone","Livermore","06-001-0007","AQS","9","179","9",".","63","50"
"08/26/2010","48","PM2.5","Berkeley","06-001-2004","AQS","5","40","4",".","48","17"
"08/27/2010","57","PM2.5","San Rafael","06-041-0001","AQS","6","34","3","25","57","18"
"08/28/2010","51","PM2.5","San Rafael","06-041-0001","AQS","3","37","10",".","51","16"
"08/29/2010","48","PM2.5","San Rafael","06-041-0001","AQS","3","41","7",".","48","16"
"08/30/2010","43","PM2.5","San Rafael","06-041-0001","AQS","5","37","3","18","43","23"
"08/31/2010","48","Ozone","Bethel Island","06-013-1002","AQS","5","48","10",".","32","30"
"09/01/2010","58","Ozone","Bethel Island","06-013-1002","AQS",".","58","13",".","49","38"
"09/02/2010","129","Ozone","Livermore","06-001-0007","AQS","9","129","21",".","52","51"
"09/03/2010","97","Ozone","Livermore","06-001-0007","AQS","6","97","7",".","36","25"
"09/04/2010","51","Ozone","Livermore","06-001-0007","AQS","5","51","4",".","40","23"
"09/05/2010","64","PM2.5","San Francisco","06-075-0005","AQS","6","48","9","37","64","27"
"09/06/2010","67","PM2.5","San Francisco","06-075-0005","AQS","7","58","14",".","67","32"
"09/07/2010","40","PM2.5","San Rafael","06-041-0001","AQS","7","34","4",".","40","25"
"09/08/2010","33","Ozone","Bethel Island","06-013-1002","AQS","3","33","31",".","31","19"
"09/09/2010","45","Ozone","Bethel Island","06-013-1002","AQS","7","45","16",".","40","24"
"09/10/2010","54","Ozone","Bethel Island","06-013-1002","AQS","8","54","37",".","50","28"
"09/11/2010","97","Ozone","Livermore","06-001-0007","AQS","7","97","14","20","38","30"
"09/12/2010","44","Ozone","Livermore","06-001-0007","AQS","6","44","27",".","35","25"
"09/13/2010","54","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","5","44","11",".","54","29"
"09/14/2010","45","Ozone","Bethel Island","06-013-1002","AQS","5","45","10",".","40","29"
"09/15/2010","29","Ozone","Bethel Island","06-013-1002","AQS","5","29","13",".","28","27"
"09/16/2010","30","PM2.5","San Rafael","06-041-0001","AQS","7","24","4",".","30","19"
"09/17/2010","27","SO2","Richmond - 7th St.","06-013-0006","AQS","5","17","27","11","25","17"
"09/18/2010","24","PM2.5","San Rafael","06-041-0001","AQS","3","19","11",".","24","15"
"09/19/2010","24","NO2","Oakland West","06-001-0011","AQS","5","19","10",".","22","24"
"09/20/2010","34","Ozone","Bethel Island","06-013-1002","AQS","7","34","11",".","33","31"
"09/21/2010","38","PM2.5","San Rafael","06-041-0001","AQS","6","38","3",".","38","27"
"09/22/2010","40","PM2.5","San Rafael","06-041-0001","AQS","5","40","6",".","40","35"
"09/23/2010","46","PM2.5","San Rafael","06-041-0001","AQS","7","44","11","21","46","34"
"09/24/2010","67","Ozone","Bethel Island","06-013-1002","AQS","10","67","9",".","51","47"
"09/25/2010","105","Ozone","Bethel Island","06-013-1002","AQS","10","105","52",".","62","41"
"09/26/2010","101","Ozone","Livermore","06-001-0007","AQS","8","101","16",".","47","42"
"09/27/2010","105","Ozone","Bethel Island","06-013-1002","AQS","10","105","13",".","58","55"
"09/28/2010","100","Ozone","Livermore","06-001-0007","AQS","13","100","20",".","59","70"
"09/29/2010","126","Ozone","Bethel Island","06-013-1002","AQS","10","126","11","27","52","51"
"09/30/2010","43","Ozone","Bethel Island","06-013-1002","AQS","8","43","13",".","33","30"
"10/01/2010","35","PM2.5","San Rafael","06-041-0001","AQS","5","33","4",".","35","20"
"10/02/2010","43","Ozone","Bethel Island","06-013-1002","AQS","5","43","14",".","32","18"
"10/03/2010","44","PM2.5","San Rafael","06-041-0001","AQS","5","37","6",".","44","10"
"10/04/2010","55","PM2.5","San Rafael","06-041-0001","AQS","5","35","13",".","55","24"
"10/05/2010","60","PM2.5","San Rafael","06-041-0001","AQS","7","31","29","32","60","43"
"10/06/2010","57","PM2.5","San Rafael","06-041-0001","AQS","8","45","17",".","57","42"
"10/07/2010","47","PM2.5","San Rafael","06-041-0001","AQS","6","39","4",".","47","38"
"10/08/2010","80","NO2","San Francisco","06-075-0005","AQS","7","45","29",".","53","80"
"10/09/2010","49","Ozone","Bethel Island","06-013-1002","AQS","6","49","6",".","46","38"
"10/10/2010","42","PM2.5","San Rafael","06-041-0001","AQS","6","39","6",".","42","29"
"10/11/2010","61","PM2.5","Oakland West","06-001-0011","AQS","10","39","9","58","61","56"
"10/12/2010","78","NO2","San Francisco","06-075-0005","AQS","13","44","7",".","63","78"
"10/13/2010","88","NO2","San Francisco","06-075-0005","AQS","10","84","21",".","59","88"
"10/14/2010","112","Ozone","Bethel Island","06-013-1002","AQS","13","112","17",".","62","62"
"10/15/2010","59","PM2.5","Oakland","06-001-0009","AQS","10","58","7",".","59","42"
"10/16/2010","54","PM2.5","Redwood City","06-081-1001","AQS","7","33","4",".","54","28"
"10/17/2010","56","PM2.5","San Rafael","06-041-0001","AQS","5","31","3","20","56","12"
"10/18/2010","58","PM2.5","San Rafael","06-041-0001","AQS","10","30","6",".","58","39"
"10/19/2010","75","PM2.5","Oakland","06-001-0009","AQS","9","47","7",".","75","47"
"10/20/2010","73","PM2.5","Fremont - Chapel Way","06-001-1001","AQS","8","40","6",".","73","30"
"10/21/2010","55","PM2.5","San Rafael","06-041-0001","AQS","6","39","10",".","55","44"
"10/22/2010","49","PM2.5","San Rafael","06-041-0001","AQS","7","30","13",".","49","34"
"10/23/2010","45","NO2","San Francisco","06-075-0005","AQS","6","28","3","12","40","45"
"10/24/2010","30","Ozone","Bethel Island","06-013-1002","AQS","5","30","4",".","28","26"
"10/25/2010","54","PM2.5","San Rafael","06-041-0001","AQS","8","33","4",".","54","31"
"10/26/2010","84","NO2","San Francisco","06-075-0005","AQS","7","32","6",".","50","84"
"10/27/2010","58","PM2.5","San Rafael","06-041-0001","AQS","10","22","7",".","58","40"
"10/28/2010","82","NO2","San Francisco","06-075-0005","AQS","13","44","4",".","52","82"
