"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"04/02/2000","54","NO2","San Francisco","06-075-0005","AQS","22","39","10",".",".","54"
"04/03/2000","31","NO2","San Francisco","06-075-0005","AQS","11","28","6",".",".","31"
"04/04/2000","30","Ozone","San Francisco","06-075-0005","AQS","11","30","3",".",".","19"
"04/05/2000","30","Ozone","San Francisco","06-075-0005","AQS","11","30","3",".",".","16"
"04/06/2000","38","PM2.5","San Francisco","06-075-0005","AQS","11","31","3","21","38","20"
"04/07/2000","32","Ozone","San Francisco","06-075-0005","AQS","11","32","3",".",".","32"
"04/08/2000","34","Ozone","San Francisco","06-075-0005","AQS","10","34","1",".",".","12"
"04/09/2000","34","Ozone","San Francisco","06-075-0005","AQS","8","34","3",".",".","15"
"04/10/2000","37","NO2","San Francisco","06-075-0005","AQS","13","27","3",".",".","37"
"04/11/2000","39","NO2","San Francisco","06-075-0005","AQS","13","22","4",".",".","39"
"04/12/2000","37","NO2","San Francisco","06-075-0005","AQS","16","21","4","21","34","37"
"04/13/2000","31","NO2","San Francisco","06-075-0005","AQS","13","30","4",".",".","31"
"04/14/2000","28","Ozone","San Francisco","06-075-0005","AQS","11","28","3",".",".","22"
"04/15/2000","31","Ozone","San Francisco","06-075-0005","AQS","10","31","3",".",".","24"
"04/16/2000","28","Ozone","San Francisco","06-075-0005","AQS","11","28","3",".",".","25"
"04/17/2000","38","Ozone","San Francisco","06-075-0005","AQS","11","38","4",".",".","35"
"04/18/2000","37","NO2","San Francisco","06-075-0005","AQS","10","34","6","16",".","37"
"04/19/2000","42","NO2","San Francisco","06-075-0005","AQS","11","31","4",".",".","42"
"04/20/2000","33","NO2","San Francisco","06-075-0005","AQS","10","28","7",".",".","33"
"04/21/2000","33","Ozone","San Francisco","06-075-0005","AQS","8","33","3",".",".","22"
"04/22/2000","40","Ozone","San Francisco","06-075-0005","AQS","8","40","3",".",".","16"
"04/23/2000","37","Ozone","San Francisco","06-075-0005","AQS","8","37","3",".",".","37"
"04/24/2000","36","NO2","San Francisco","06-075-0005","AQS","11","33","10","28",".","36"
"04/25/2000","36","NO2","San Francisco","06-075-0005","AQS","10","25","3",".",".","36"
"04/26/2000","38","NO2","San Francisco","06-075-0005","AQS","13","31","11",".",".","38"
"04/27/2000","35","Ozone","San Francisco","06-075-0005","AQS","10","35","4",".",".","22"
"04/28/2000","33","NO2","San Francisco","06-075-0005","AQS","9","30","1",".",".","33"
"04/29/2000","34","NO2","San Francisco","06-075-0005","AQS","10","27","6",".",".","34"
"04/30/2000","28","Ozone","San Francisco","06-075-0005","AQS","9","28","9","19",".","19"
"05/01/2000","28","NO2","San Francisco","06-075-0005","AQS","10","26","3",".",".","28"
"05/02/2000","39","Ozone","San Francisco","06-075-0005","AQS","9","39","4",".",".","20"
"05/03/2000","34","Ozone","San Francisco","06-075-0005","AQS","10","34","4",".",".","23"
"05/04/2000","35","Ozone","San Francisco","06-075-0005","AQS","10","35","3",".",".","27"
"05/05/2000","33","Ozone","San Francisco","06-075-0005","AQS","9","33","3",".",".","22"
"05/06/2000","32","Ozone","San Francisco","06-075-0005","AQS","10","32","3","12",".","22"
"05/07/2000","21","Ozone","San Francisco","06-075-0005","AQS","10","21","3",".",".","19"
"05/08/2000","21","NO2","San Francisco","06-075-0005","AQS","11","20","3",".",".","21"
"05/09/2000","27","Ozone","San Francisco","06-075-0005","AQS","10","27","4",".",".","21"
"05/10/2000","31","Ozone","San Francisco","06-075-0005","AQS","9","31","3",".",".","30"
"05/11/2000","35","NO2","San Francisco","06-075-0005","AQS","10","28","3",".",".","35"
"05/12/2000","36","NO2","San Francisco","06-075-0005","AQS","11","30","6","21",".","36"
"05/13/2000","36","Ozone","San Francisco","06-075-0005","AQS","9","36","3",".",".","17"
"05/14/2000","33","Ozone","San Francisco","06-075-0005","AQS","9","33","3",".",".","15"
"05/15/2000","31","Ozone","San Francisco","06-075-0005","AQS","13","31","3",".",".","28"
"05/16/2000","36","Ozone","San Francisco","06-075-0005","AQS","10","36","3",".",".","24"
"05/17/2000","34","NO2","San Francisco","06-075-0005","AQS","10","27","9",".",".","34"
"05/18/2000","56","PM2.5","San Francisco","06-075-0005","AQS","11","24","6","38","56","38"
"05/19/2000","35","NO2","San Francisco","06-075-0005","AQS","13","19","4",".",".","35"
"05/20/2000","32","NO2","San Francisco","06-075-0005","AQS","11","17","3",".",".","32"
"05/21/2000","44","NO2","San Francisco","06-075-0005","AQS","30","32","17",".",".","44"
"05/22/2000","50","NO2","San Francisco","06-075-0005","AQS","15","15","6",".",".","50"
"05/23/2000","53","NO2","San Francisco","06-075-0005","AQS","24","32","27",".",".","53"
"05/24/2000","47","PM2.5","San Francisco","06-075-0005","AQS","13","38","3","23","47","28"
"05/25/2000","35","Ozone","San Francisco","06-075-0005","AQS","9","35","3",".",".","17"
"05/26/2000","20","Ozone","San Francisco","06-075-0005","AQS","10","20","3",".",".","16"
"05/27/2000","18","Ozone","San Francisco","06-075-0005","AQS","9","18","3",".",".","16"
"05/28/2000","24","Ozone","San Francisco","06-075-0005","AQS","10","24","4",".",".","18"
"05/29/2000","28","Ozone","San Francisco","06-075-0005","AQS","8","28","4",".",".","17"
"05/30/2000","51","PM2.5","San Francisco","06-075-0005","AQS","11","28","3","31","51","32"
"05/31/2000","38","NO2","San Francisco","06-075-0005","AQS","11","27","10",".",".","38"
"06/01/2000","47","NO2","San Francisco","06-075-0005","AQS","15","25","13",".",".","47"
"06/02/2000","31","Ozone","San Francisco","06-075-0005","AQS","9","31","6",".",".","21"
"06/03/2000","32","Ozone","San Francisco","06-075-0005","AQS","8","32","3",".",".","11"
"06/04/2000","36","Ozone","San Francisco","06-075-0005","AQS","7","36","4",".",".","10"
"06/05/2000","26","PM2.5","San Francisco","06-075-0005","AQS","10",".","3","13","26","20"
"06/06/2000","17","NO2","San Francisco","06-075-0005","AQS","9",".","4",".",".","17"
"06/07/2000","26","Ozone","San Francisco","06-075-0005","AQS","11","26","3",".",".","14"
"06/08/2000","25","Ozone","San Francisco","06-075-0005","AQS","8","25","4",".",".","21"
"06/09/2000","22","Ozone","San Francisco","06-075-0005","AQS","9","22","3",".",".","18"
"06/10/2000","30","NO2","San Francisco","06-075-0005","AQS","10","26","4",".",".","30"
"06/11/2000","30","PM2.5","San Francisco","06-075-0005","AQS","10","22","9","18","30","25"
"06/12/2000","20","NO2","San Francisco","06-075-0005","AQS","11","10","4",".",".","20"
"06/13/2000","36","NO2","San Francisco","06-075-0005","AQS","16","14","10",".",".","36"
"06/14/2000","67","NO2","San Francisco","06-075-0005","AQS","27","33","13",".",".","67"
"06/15/2000","31","NO2","San Francisco","06-075-0005","AQS","11","23","7",".",".","31"
"06/16/2000","23","Ozone","San Francisco","06-075-0005","AQS","10","23","4",".",".","22"
"06/17/2000","32","Ozone","San Francisco","06-075-0005","AQS","10","32","6","9","25","16"
"06/18/2000","31","Ozone","San Francisco","06-075-0005","AQS","9","31","3",".",".","8"
"06/19/2000","24","Ozone","San Francisco","06-075-0005","AQS","10","24","3",".",".","18"
"06/20/2000","26","NO2","San Francisco","06-075-0005","AQS","10","19","4",".",".","26"
"06/21/2000","25","Ozone","San Francisco","06-075-0005","AQS","11","25","3",".",".","20"
"06/22/2000","24","Ozone","San Francisco","06-075-0005","AQS","13","24","3",".",".","12"
"06/23/2000","53","PM2.5","San Francisco","06-075-0005","AQS","9","20","3","31","53","13"
"06/24/2000","29","Ozone","San Francisco","06-075-0005","AQS","10","29","6",".",".","18"
"06/25/2000","28","Ozone","San Francisco","06-075-0005","AQS","10","28","3",".",".","11"
"06/26/2000","21","Ozone","San Francisco","06-075-0005","AQS","11","21","3",".",".","19"
"06/27/2000","23","Ozone","San Francisco","06-075-0005","AQS","10","23","3",".",".","16"
"06/28/2000","24","Ozone","San Francisco","06-075-0005","AQS","11","24","4",".",".","17"
"06/29/2000","37","PM2.5","San Francisco","06-075-0005","AQS","11","20","3","12","37","18"
"06/30/2000","19","Ozone","San Francisco","06-075-0005","AQS","9","19","3",".",".","10"
"07/01/2000","19","Ozone","San Francisco","06-075-0005","AQS","8","19","3",".",".","8"
"07/02/2000","19","Ozone","San Francisco","06-075-0005","AQS","9","19","3",".",".","9"
"07/03/2000","19","Ozone","San Francisco","06-075-0005","AQS","7","19","3",".",".","11"
"07/04/2000","19","Ozone","San Francisco","06-075-0005","AQS","7","19","3",".",".","8"
"07/05/2000","14","PM2.5","San Francisco","06-075-0005","AQS","7","11","3",".","14","10"
"07/06/2000","14","Ozone","San Francisco","06-075-0005","AQS","9","14","6",".",".","12"
"07/07/2000","21","Ozone","San Francisco","06-075-0005","AQS","10","21","3",".",".","13"
"07/08/2000","22","Ozone","San Francisco","06-075-0005","AQS","9","22","3",".",".","9"
"07/09/2000","20","Ozone","San Francisco","06-075-0005","AQS","9","20","3",".",".","12"
"07/10/2000","21","Ozone","San Francisco","06-075-0005","AQS","11","21","3",".",".","17"
"07/11/2000","33","PM2.5","San Francisco","06-075-0005","AQS","10","22","3","15","33","18"
"07/12/2000","25","Ozone","San Francisco","06-075-0005","AQS","11","25","3",".",".","19"
"07/13/2000","25","Ozone","San Francisco","06-075-0005","AQS","10","25","3",".",".","24"
"07/14/2000","19","Ozone","San Francisco","06-075-0005","AQS","11","19","4",".",".","17"
"07/15/2000","21","Ozone","San Francisco","06-075-0005","AQS","11","21","4",".",".","9"
"07/16/2000","20","Ozone","San Francisco","06-075-0005","AQS","8","20","3",".",".","8"
"07/17/2000","36","PM2.5","San Francisco","06-075-0005","AQS","9","19","3","19","36","19"
"07/18/2000","20","Ozone","San Francisco","06-075-0005","AQS","11","20","3",".",".","14"
"07/19/2000","21","Ozone","San Francisco","06-075-0005","AQS","11","21","3",".",".","16"
"07/20/2000","17","Ozone","San Francisco","06-075-0005","AQS","10","17","3",".",".","14"
"07/21/2000","11","Ozone","San Francisco","06-075-0005","AQS","9","11","3",".",".","9"
"07/22/2000","19","Ozone","San Francisco","06-075-0005","AQS","10","19","3",".",".","13"
"07/23/2000","27","PM2.5","San Francisco","06-075-0005","AQS","10","12","3","14","27","14"
"07/24/2000","23","NO2","San Francisco","06-075-0005","AQS","13","17","3",".",".","23"
"07/25/2000","16","NO2","San Francisco","06-075-0005","AQS","10","15","3",".",".","16"
"07/26/2000","18","Ozone","San Francisco","06-075-0005","AQS","10","18","4","15",".","11"
"07/27/2000","16","Ozone","San Francisco","06-075-0005","AQS","10","16","3",".",".","13"
"07/28/2000","11","NO2","San Francisco","06-075-0005","AQS","10","10","4",".",".","11"
"07/29/2000","21","PM2.5","San Francisco","06-075-0005","AQS","10","12","3","9","21","13"
"07/30/2000","12","Ozone","San Francisco","06-075-0005","AQS","9","12","4",".",".","11"
"07/31/2000","22","NO2","San Francisco","06-075-0005","AQS","11","9","3",".",".","22"
"08/01/2000","34","NO2","San Francisco","06-075-0005","AQS","14","22","4",".",".","34"
"08/02/2000","39","NO2","San Francisco","06-075-0005","AQS","15","25","4",".",".","39"
"08/03/2000","22","Ozone","San Francisco","06-075-0005","AQS","11","22","4",".",".","20"
"08/04/2000","38","PM2.5","San Francisco","06-075-0005","AQS","13","23","3","12","38","17"
"08/05/2000","23","Ozone","San Francisco","06-075-0005","AQS","10","23","3",".",".","12"
"08/06/2000","23","Ozone","San Francisco","06-075-0005","AQS","8","23","3",".",".","8"
"08/07/2000","19","Ozone","San Francisco","06-075-0005","AQS","9","19","3",".",".","16"
"08/08/2000","17","Ozone","San Francisco","06-075-0005","AQS","10","17","3",".",".","15"
"08/09/2000","16","Ozone","San Francisco","06-075-0005","AQS","10","16","3",".",".","14"
"08/10/2000","17","PM2.5","San Francisco","06-075-0005","AQS","9","16","3","9","17","17"
"08/11/2000","28","NO2","San Francisco","06-075-0005","AQS","14","15","20",".",".","28"
"08/12/2000","21","Ozone","San Francisco","06-075-0005","AQS","9","21","3",".",".","17"
"08/13/2000","20","NO2","San Francisco","06-075-0005","AQS","9","19","4",".",".","20"
"08/14/2000","19","NO2","San Francisco","06-075-0005","AQS","9","18","4",".",".","19"
"08/15/2000","23","NO2","San Francisco","06-075-0005","AQS","11","19","4",".",".","23"
"08/16/2000","63","PM2.5","San Francisco","06-075-0005","AQS","15","22","4","43","63","42"
"08/17/2000","24","NO2","San Francisco","06-075-0005","AQS","11","21","4",".",".","24"
"08/18/2000","20","NO2","San Francisco","06-075-0005","AQS","9","14","4",".",".","20"
"08/19/2000","16","Ozone","San Francisco","06-075-0005","AQS","8","16","6",".",".","12"
"08/20/2000","19","Ozone","San Francisco","06-075-0005","AQS","8","19","10",".",".","16"
"08/21/2000","21","Ozone","San Francisco","06-075-0005","AQS","11","21","4",".",".","17"
"08/22/2000","34","PM2.5","San Francisco","06-075-0005","AQS","10","19","6","17","34","22"
"08/23/2000","22","Ozone","San Francisco","06-075-0005","AQS","10","22","3",".",".","21"
"08/24/2000","34","NO2","San Francisco","06-075-0005","AQS","10","18","3",".",".","34"
"08/25/2000","30","NO2","San Francisco","06-075-0005","AQS","11","12","4",".",".","30"
"08/26/2000","17","Ozone","San Francisco","06-075-0005","AQS","9","17","3",".",".","14"
"08/27/2000","19","Ozone","San Francisco","06-075-0005","AQS","9","19","4",".",".","15"
"08/28/2000","38","PM2.5","San Francisco","06-075-0005","AQS","11","22","3","24","38","21"
"08/29/2000","24","NO2","San Francisco","06-075-0005","AQS","10","19","3",".",".","24"
"08/30/2000","29","NO2","San Francisco","06-075-0005","AQS","13","18","3",".",".","29"
"08/31/2000","20","NO2","San Francisco","06-075-0005","AQS","14","19","4",".",".","20"
"09/01/2000","20","NO2","San Francisco","06-075-0005","AQS","11","12","3",".",".","20"
"09/02/2000","20","Ozone","San Francisco","06-075-0005","AQS","10","20","3",".",".","19"
"09/03/2000","23","PM2.5","San Francisco","06-075-0005","AQS","9","21","3","13","23","11"
"09/04/2000","25","NO2","San Francisco","06-075-0005","AQS","9","21","4",".",".","25"
"09/05/2000","32","NO2","San Francisco","06-075-0005","AQS","15","19","13",".",".","32"
"09/06/2000","47","NO2","San Francisco","06-075-0005","AQS","19","25","7",".",".","47"
"09/07/2000","56","NO2","San Francisco","06-075-0005","AQS","24","26","14",".",".","56"
"09/08/2000","23","NO2","San Francisco","06-075-0005","AQS","11",".",".",".",".","23"
"09/09/2000","48","PM2.5","San Francisco","06-075-0005","AQS","9","24","3","25","48","15"
"09/10/2000","23","Ozone","San Francisco","06-075-0005","AQS","8","23","4",".",".","21"
"09/11/2000","33","NO2","San Francisco","06-075-0005","AQS","13","19","4",".",".","33"
"09/12/2000","67","NO2","San Francisco","06-075-0005","AQS","18","12","9",".",".","67"
"09/13/2000","65","NO2","San Francisco","06-075-0005","AQS","20","24","13",".",".","65"
"09/14/2000","22","Ozone","San Francisco","06-075-0005","AQS","15","22","3",".",".","19"
"09/15/2000","28","PM2.5","San Francisco","06-075-0005","AQS","13","18","3","8","28","18"
"09/16/2000","24","NO2","San Francisco","06-075-0005","AQS","13","15","4",".",".","24"
"09/17/2000","34","NO2","San Francisco","06-075-0005","AQS","30","32","10",".",".","34"
"09/18/2000","65","NO2","San Francisco","06-075-0005","AQS","33","36","19",".",".","65"
"09/19/2000","72","NO2","San Francisco","06-075-0005","AQS","25","20","16",".",".","72"
"09/20/2000","18","Ozone","San Francisco","06-075-0005","AQS","17","18","6",".",".","."
"09/21/2000","26","Ozone","San Francisco","06-075-0005","AQS","13","26","3","11","21","."
"09/22/2000","23","Ozone","San Francisco","06-075-0005","AQS","11","23","3",".",".","."
"09/23/2000","30","NO2","San Francisco","06-075-0005","AQS","10","24","7",".",".","30"
"09/24/2000","27","Ozone","San Francisco","06-075-0005","AQS","9","27","24",".",".","27"
"09/25/2000","42","NO2","San Francisco","06-075-0005","AQS","15","30","20",".",".","42"
"09/26/2000","31","Ozone","San Francisco","06-075-0005","AQS","11","31","6",".",".","25"
"09/27/2000","34","PM2.5","San Francisco","06-075-0005","AQS","10","32","4","15","34","23"
"09/28/2000","26","Ozone","San Francisco","06-075-0005","AQS","11","26","3",".",".","23"
"09/29/2000","34","NO2","San Francisco","06-075-0005","AQS","16","16","6",".",".","34"
"09/30/2000","44","NO2","San Francisco","06-075-0005","AQS","22","13","14",".",".","44"
"10/01/2000","41","PM2.5","San Francisco","06-075-0005","AQS","11","31","4",".","41","21"
"10/02/2000","40","PM2.5","San Francisco","06-075-0005","AQS","10","28","3",".","40","15"
"10/03/2000","53","PM2.5","San Francisco","06-075-0005","AQS","13","31","9","31","53","26"
"10/04/2000","26","Ozone","San Francisco","06-075-0005","AQS","11","26","3",".",".","20"
"10/05/2000","59","PM2.5","San Francisco","06-075-0005","AQS","11","37","7",".","59","29"
"10/06/2000","52","PM2.5","San Francisco","06-075-0005","AQS","11","35","3",".","52","22"
"10/07/2000","43","PM2.5","San Francisco","06-075-0005","AQS","10","33","3",".","43","16"
"10/08/2000","32","PM2.5","San Francisco","06-075-0005","AQS","10","30","6",".","32","23"
"10/09/2000","27","Ozone","San Francisco","06-075-0005","AQS","13","27","3","10","20","22"
"10/10/2000","33","NO2","San Francisco","06-075-0005","AQS","11","24","4",".","27","33"
"10/11/2000","40","PM2.5","San Francisco","06-075-0005","AQS","11","19","4",".","40","28"
"10/12/2000","46","PM2.5","San Francisco","06-075-0005","AQS","11","19","23",".","46","33"
"10/13/2000","41","PM2.5","San Francisco","06-075-0005","AQS","15","19","14",".","41","34"
"10/14/2000","30","PM2.5","San Francisco","06-075-0005","AQS","14","22","4",".","30","25"
"10/15/2000","31","PM2.5","San Francisco","06-075-0005","AQS","9","22","3","16","31","25"
"10/16/2000","48","NO2","San Francisco","06-075-0005","AQS","18","18","11",".","25","48"
"10/17/2000","43","NO2","San Francisco","06-075-0005","AQS","19","13","6",".",".","43"
"10/18/2000","28","NO2","San Francisco","06-075-0005","AQS","14","16","4",".",".","28"
"10/19/2000","27","NO2","San Francisco","06-075-0005","AQS","13","14","4",".",".","27"
"10/20/2000","31","NO2","San Francisco","06-075-0005","AQS","13","18","4",".","24","31"
"10/21/2000","29","Ozone","San Francisco","06-075-0005","AQS","10","29","4","21","23","28"
"10/22/2000","32","Ozone","San Francisco","06-075-0005","AQS","6","32","4",".","15","25"
"10/23/2000","50","NO2","San Francisco","06-075-0005","AQS","17","15","13",".","40","50"
"10/24/2000","55","NO2","San Francisco","06-075-0005","AQS","25","30","11",".","54","55"
"10/25/2000","27","Ozone","San Francisco","06-075-0005","AQS","10","27","3",".",".","24"
"10/26/2000","32","NO2","San Francisco","06-075-0005","AQS","9","19","4",".","20","32"
"10/27/2000","31","PM2.5","San Francisco","06-075-0005","AQS","13","19","6","17","31","30"
"10/28/2000","23","Ozone","San Francisco","06-075-0005","AQS","11","23","7",".","21","23"
"10/29/2000","29","Ozone","San Francisco","06-075-0005","AQS","10","29","3",".","23","25"
"10/30/2000","31","NO2","San Francisco","06-075-0005","AQS","10","21","4",".",".","31"
"10/31/2000","55","PM2.5","San Francisco","06-075-0005","AQS","17","7","6",".","55","34"
"11/01/2000","58","PM2.5","San Francisco","06-075-0005","AQS","17","11","10",".","58","30"
"11/02/2000","69","PM2.5","San Francisco","06-075-0005","AQS","20","6","6","34","69","42"
